OFORDER_ID,TABLE_NUMBER,EMPLOYEE_ID,BRANCH_ID,EMPLYEE_RATING
O083227,18,E004476,B001,5
O083232,23,E000243,B001,5
O083237,27,E009895,B001,5
O083239,48,E002862,B001,2
O083241,34,E012026,B001,5
O083242,42,E009557,B001,5
O083243,15,E005206,B001,5
O083247,49,E011171,B001,1
O083249,33,E004243,B001,2
O083253,15,E006084,B001,5
O083257,29,E010053,B001,5
O083263,42,E002282,B001,5
O083264,33,E009026,B001,5
O083266,1,E007158,B001,5
O083268,1,E007967,B001,1
O083279,45,E011846,B001,5
O083282,19,E008213,B001,1
O083285,23,E010387,B001,5
O083297,29,E006747,B001,5
O083300,31,E001862,B001,5
O083301,31,E011488,B001,1
O083311,6,E010453,B001,5
O083312,31,E013567,B001,5
O083314,13,E005429,B001,5
O083317,25,E000709,B001,1
O083318,21,E003714,B001,5
O083322,24,E013253,B001,4
O083324,21,E004690,B001,5
O083326,19,E002319,B001,3
O083327,10,E014103,B001,5
O083330,33,E005627,B001,5
O083334,45,E004957,B001,5
O083335,11,E003953,B001,3
O083337,2,E003028,B001,5
O083339,48,E010716,B001,5
O083344,19,E004603,B001,5
O083347,33,E004870,B001,1
O083352,5,E003063,B001,5
O083356,17,E013008,B001,5
O083358,46,E000369,B001,5
O083362,14,E006118,B001,5
O083364,20,E007961,B001,5
O083365,48,E001337,B001,5
O083372,6,E000630,B001,1
O083374,35,E001930,B001,5
O083375,33,E004982,B001,5
O083376,33,E005613,B001,5
O083377,40,E009580,B001,5
O083384,48,E006371,B001,5
O083391,11,E006635,B001,5
O083392,45,E008532,B001,5
O083398,5,E009138,B001,5
O083400,12,E012455,B001,5
O083411,36,E009104,B001,5
O083413,11,E004982,B001,5
O083418,6,E003870,B001,5
O083420,24,E002673,B001,5
O083429,40,E007882,B001,2
O083434,10,E006330,B001,5
O083451,3,E002527,B001,5
O083452,50,E012691,B001,5
O083458,27,E009318,B001,5
O083462,10,E003727,B001,5
O083465,16,E010643,B001,5
O083472,20,E000106,B001,5
O083476,34,E011436,B001,5
O083477,46,E007951,B001,3
O083478,14,E005790,B001,5
O083479,1,E010678,B001,1
O083480,20,E001260,B001,5
O083483,13,E001033,B001,3
O083486,32,E014772,B001,3
O083490,33,E009929,B001,5
O083493,4,E010369,B001,4
O083494,4,E010297,B001,5
O083499,9,E002730,B001,3
O083508,12,E001722,B001,4
O083511,4,E005936,B001,4
O083515,47,E006203,B001,4
O083518,34,E005988,B001,5
O083519,26,E006661,B001,5
O083524,48,E003853,B001,5
O083526,46,E008184,B001,3
O083528,17,E002231,B001,5
O083534,12,E010959,B001,5
O083538,43,E002603,B001,5
O083540,33,E000116,B001,5
O083543,14,E000522,B001,4
O083544,23,E012283,B001,1
O083555,40,E001225,B001,5
O083558,10,E007045,B001,5
O083559,46,E007897,B001,5
O083562,39,E012589,B001,5
O083564,11,E004115,B001,5
O083569,41,E012060,B001,1
O083582,47,E010463,B001,3
O083586,50,E002471,B001,2
O083587,8,E002549,B001,5
O083588,44,E012015,B001,3
O083589,36,E000991,B001,2
O083590,7,E013527,B001,5
O083592,34,E004336,B001,5
O083596,9,E005350,B001,2
O083600,12,E013791,B001,3
O083601,5,E006418,B001,5
O083602,29,E003653,B001,3
O083604,47,E004773,B001,1
O083605,45,E014513,B001,5
O083608,34,E012474,B001,5
O083614,42,E005779,B001,5
O083622,33,E012470,B001,3
O083625,35,E008605,B001,5
O083627,25,E011845,B001,5
O083628,38,E011453,B001,5
O083632,10,E010022,B001,5
O083640,38,E002799,B001,5
O083642,22,E007931,B001,5
O083646,37,E002545,B001,5
O083654,3,E013772,B001,5
O083656,19,E000189,B001,4
O083661,28,E010848,B001,5
O083666,24,E014880,B001,5
O083668,20,E002817,B001,5
O083669,6,E003970,B001,5
O083676,4,E010445,B001,5
O083680,47,E014236,B001,5
O083681,5,E008543,B001,5
O083682,44,E007861,B001,1
O083683,2,E005102,B001,5
O083687,45,E006267,B001,4
O083692,26,E010201,B001,5
O083695,49,E012344,B001,5
O083697,25,E006213,B001,5
O083698,41,E011774,B001,5
O083700,17,E014402,B001,4
O083702,50,E007249,B001,3
O083707,13,E000818,B001,2
O083711,16,E011413,B001,2
O083712,45,E003223,B001,5
O083714,48,E002914,B001,5
O083715,19,E008481,B001,4
O083717,20,E005549,B001,5
O083721,43,E009415,B001,5
O083724,42,E001367,B001,5
O083727,12,E007548,B001,5
O083728,26,E003823,B001,5
O083729,43,E000716,B001,5
O083731,41,E002227,B001,5
O083744,40,E007062,B001,5
O083745,20,E007368,B001,5
O083748,38,E009318,B001,5
O083752,29,E001999,B001,3
O083753,50,E009325,B001,5
O083754,33,E009750,B001,3
O083755,46,E004907,B001,5
O083756,47,E000071,B001,5
O083762,5,E014830,B001,5
O083764,34,E011814,B001,5
O083766,10,E002134,B001,2
O083767,9,E010136,B001,5
O083768,16,E006583,B001,4
O083772,41,E005704,B001,5
O083775,19,E001531,B001,4
O083786,26,E001686,B001,5
O083787,3,E012610,B001,5
O083788,4,E009588,B001,5
O083790,32,E012854,B001,5
O083800,1,E006250,B001,4
O083802,38,E004521,B001,1
O083803,40,E004506,B001,5
O083806,20,E005207,B001,5
O083808,26,E002963,B001,5
O083809,42,E001232,B001,5
O083811,42,E004985,B001,5
O083815,24,E007601,B001,3
O083818,33,E002959,B001,4
O083819,7,E001466,B001,5
O083823,8,E005670,B001,5
O083827,3,E001506,B001,5
O083834,34,E004214,B001,5
O083838,36,E003137,B001,4
O083845,42,E001647,B001,5
O083846,28,E014635,B001,5
O083853,26,E006843,B001,4
O083856,34,E010251,B001,5
O083860,26,E012289,B001,5
O083861,25,E014588,B001,5
O083862,10,E003791,B001,5
O083863,38,E010028,B001,5
O083869,1,E005765,B001,5
O083870,49,E007084,B001,5
O083872,43,E001745,B001,2
O083877,23,E010810,B001,5
O083878,21,E010963,B001,5
O083884,24,E012055,B001,5
O083886,45,E003635,B001,3
O083892,15,E000310,B001,5
O083893,12,E014614,B001,2
O083896,47,E000344,B001,5
O083897,34,E000931,B001,3
O083900,48,E010164,B001,5
O083903,24,E000733,B001,5
O083912,24,E006368,B001,5
O083915,6,E000744,B001,4
O083916,30,E006105,B001,5
O083919,24,E010345,B001,5
O083922,45,E009626,B001,5
O083925,31,E004404,B001,5
O083930,4,E014193,B001,5
O083931,41,E003319,B001,5
O083935,23,E006499,B001,3
O083936,23,E009756,B001,5
O083937,46,E010166,B001,5
O083939,39,E011446,B001,3
O083942,46,E007398,B001,1
O083945,35,E011956,B001,5
O083946,34,E013609,B001,2
O083949,34,E001390,B001,3
O083958,25,E005321,B001,5
O083960,35,E002379,B001,2
O083966,6,E013922,B001,2
O083968,26,E001952,B001,5
O083969,29,E005700,B001,5
O083975,34,E000888,B001,5
O083988,50,E010992,B001,5
O083989,13,E006206,B001,5
O083993,36,E002020,B001,5
O083997,3,E004399,B001,1
O083998,48,E014633,B001,3
O083999,28,E004657,B001,5
O084001,45,E012587,B001,5
O084002,36,E005802,B001,5
O084003,16,E008840,B001,1
O084006,28,E009342,B001,5
O084008,36,E003423,B001,5
O084010,30,E013098,B001,5
O084013,11,E000923,B001,5
O084015,26,E002418,B001,3
O084018,1,E006110,B001,4
O084020,29,E014925,B001,5
O084023,43,E005164,B001,3
O084024,49,E005376,B001,5
O084030,24,E013694,B001,5
O084031,43,E004681,B001,5
O084032,3,E000097,B001,2
O084034,36,E013449,B001,5
O084036,39,E013666,B001,4
O084038,16,E013712,B001,5
O084041,40,E008062,B001,5
O084044,6,E002113,B001,5
O084047,42,E009131,B001,1
O084049,45,E013237,B001,2
O084050,39,E001688,B001,5
O084056,18,E013690,B001,5
O084057,35,E007628,B001,4
O084059,33,E008771,B001,1
O084060,21,E006028,B001,5
O084061,27,E007926,B001,1
O084063,4,E013969,B001,5
O084065,12,E005756,B001,2
O084073,25,E012625,B001,5
O084075,37,E012228,B001,5
O084077,31,E007808,B001,5
O084078,12,E004611,B001,2
O084080,4,E005475,B001,5
O084081,39,E012154,B001,2
O084082,13,E004414,B001,3
O084084,10,E004202,B001,5
O084090,13,E009312,B001,5
O084092,29,E002814,B001,2
O084093,5,E000025,B001,4
O084094,26,E001896,B001,5
O084095,11,E005907,B001,5
O084104,8,E013006,B001,5
O084107,16,E011287,B001,3
O084113,7,E013347,B001,1
O084115,10,E012130,B001,5
O084118,37,E009593,B001,1
O084119,20,E010209,B001,5
O084120,33,E014579,B001,4
O084121,18,E010747,B001,4
O084122,11,E006907,B001,5
O084123,24,E012966,B001,3
O084124,43,E001710,B001,5
O084125,26,E010280,B001,5
O084132,46,E001605,B001,5
O084133,27,E008184,B001,3
O084134,39,E001117,B001,5
O084138,37,E014426,B001,5
O084139,14,E004201,B001,5
O084143,10,E013345,B001,5
O084146,15,E012603,B001,5
O084152,49,E014370,B001,5
O084155,30,E002226,B001,2
O084165,35,E014983,B002,5
O084167,26,E015005,B002,5
O084175,18,E014995,B002,5
O084179,45,E000003,B003,2
O084180,40,E015010,B003,5
O084185,15,E015016,B003,5
O084188,26,E015020,B003,5
O084189,36,E000004,B004,3
O084196,49,E015026,B004,5
O084200,11,E015032,B004,3
O084201,41,E015034,B005,5
O084202,11,E015041,B005,5
O084204,33,E015041,B005,5
O084207,38,E015042,B005,5
O084208,28,E015041,B005,5
O084210,4,E015046,B006,3
O084214,1,E015055,B006,5
O084221,17,E015062,B007,5
O084226,46,E015066,B007,5
O084229,6,E015057,B007,5
O084231,7,E015074,B008,1
O084237,6,E015077,B008,4
O084243,15,E015083,B009,1
O084246,17,E015087,B009,5
O084247,38,E015084,B009,1
O084251,38,E015101,B010,4
O084255,39,E015101,B010,5
O084256,19,E015103,B010,5
O084257,17,E015112,B011,5
O084258,2,E000011,B011,5
O084263,20,E015115,B011,2
O084266,41,E015110,B011,3
O084267,9,E015116,B011,5
O084268,5,E015113,B011,2
O084273,23,E015117,B012,5
O084276,50,E015121,B012,5
O084278,19,E015131,B013,2
O084280,20,E015133,B013,5
O084282,43,E015134,B013,5
O084284,29,E015133,B013,4
O084285,23,E015133,B013,5
O084292,30,E015149,B014,5
O084293,27,E015147,B014,5
O084295,35,E015155,B015,5
O084298,11,E015160,B015,5
O084302,45,E012022,B001,5
O084303,39,E014990,B002,5
O084304,47,E015010,B003,5
O084307,13,E015045,B006,1
O084313,8,E015120,B012,5
O084314,9,E015134,B013,5
O084318,20,E009204,B001,5
O084319,48,E001230,B001,5
O084322,23,E002166,B001,3
O084325,20,E002926,B001,5
O084326,5,E006140,B001,5
O084328,29,E000217,B001,5
O084329,28,E012322,B001,5
O084333,48,E003584,B001,5
O084335,33,E008065,B001,4
O084339,30,E014862,B001,5
O084341,17,E009207,B001,5
O084347,25,E009157,B001,3
O084351,19,E013076,B001,5
O084356,21,E000329,B001,5
O084364,4,E014144,B001,5
O084365,26,E011120,B001,1
O084367,3,E014931,B001,5
O084368,50,E000275,B001,5
O084370,32,E006684,B001,5
O084371,20,E000593,B001,5
O084373,19,E002383,B001,5
O084374,20,E006538,B001,3
O084375,35,E000447,B001,5
O084376,38,E012426,B001,5
O084381,48,E000796,B001,4
O084383,29,E010740,B001,5
O084391,19,E000999,B001,5
O084392,46,E012556,B001,5
O084398,23,E000167,B001,3
O084404,35,E014175,B001,5
O084413,50,E009548,B001,5
O084416,47,E014050,B001,5
O084417,24,E014432,B001,3
O084420,39,E007710,B001,1
O084425,43,E004856,B001,4
O084433,1,E000786,B001,5
O084435,7,E011861,B001,5
O084439,33,E000514,B001,3
O084440,5,E005277,B001,5
O084443,46,E013772,B001,1
O084444,22,E004589,B001,1
O084449,44,E006673,B001,5
O084450,49,E000177,B001,2
O084452,17,E000099,B001,3
O084460,30,E007971,B001,1
O084462,27,E000955,B001,5
O084464,43,E012632,B001,2
O084466,26,E005610,B001,5
O084467,22,E003233,B001,5
O084468,38,E002666,B001,5
O084471,25,E001707,B001,5
O084472,42,E000981,B001,5
O084478,34,E007740,B001,5
O084479,35,E009959,B001,5
O084481,50,E007414,B001,5
O084482,43,E005064,B001,5
O084491,31,E009092,B001,4
O084492,20,E014245,B001,4
O084493,50,E004484,B001,3
O084506,7,E014493,B001,5
O084509,33,E000226,B001,4
O084517,44,E004360,B001,5
O084519,30,E013288,B001,5
O084528,7,E005394,B001,5
O084532,48,E000781,B001,1
O084535,43,E005336,B001,4
O084539,5,E002605,B001,5
O084543,24,E013382,B001,5
O084544,22,E006635,B001,5
O084548,42,E001749,B001,5
O084553,47,E000507,B001,3
O084554,40,E001730,B001,5
O084556,18,E008580,B001,3
O084558,25,E000959,B001,5
O084561,12,E012697,B001,5
O084562,25,E000974,B001,5
O084570,50,E003260,B001,5
O084572,50,E002731,B001,5
O084579,45,E012566,B001,5
O084583,33,E011776,B001,4
O084584,2,E001599,B001,5
O084585,36,E005726,B001,5
O084587,19,E004484,B001,5
O084593,12,E004881,B001,5
O084594,46,E010637,B001,4
O084600,37,E014584,B001,1
O084609,31,E007583,B001,5
O084611,45,E012805,B001,5
O084612,45,E000852,B001,5
O084613,24,E001617,B001,5
O084616,36,E006169,B001,5
O084621,31,E011317,B001,2
O084622,24,E011450,B001,5
O084626,41,E001528,B001,1
O084627,2,E007621,B001,5
O084628,3,E011641,B001,5
O084631,24,E006543,B001,2
O084635,44,E012880,B001,4
O084636,23,E008637,B001,5
O084638,45,E003001,B001,5
O084642,23,E007858,B001,5
O084647,46,E001462,B001,5
O084652,26,E009320,B001,5
O084656,34,E003361,B001,5
O084657,11,E009014,B001,5
O084658,8,E013558,B001,5
O084660,32,E000254,B001,5
O084662,10,E007689,B001,5
O084663,48,E009019,B001,5
O084664,18,E007175,B001,5
O084665,9,E012861,B001,5
O084671,23,E002851,B001,5
O084672,38,E006826,B001,3
O084685,3,E005422,B001,5
O084690,28,E006287,B001,5
O084695,27,E008791,B001,5
O084700,25,E007018,B001,5
O084701,21,E008954,B001,4
O084708,2,E007643,B001,5
O084712,24,E014546,B001,4
O084720,49,E007669,B001,5
O084721,38,E011504,B001,5
O084725,18,E004995,B001,3
O084726,18,E009610,B001,2
O084727,36,E005795,B001,5
O084731,35,E014360,B001,5
O084732,12,E007627,B001,5
O084734,22,E005853,B001,3
O084735,29,E005164,B001,5
O084737,1,E002002,B001,5
O084739,24,E013762,B001,5
O084740,2,E003020,B001,5
O084741,20,E005672,B001,5
O084744,45,E007379,B001,5
O084745,49,E001943,B001,5
O084753,10,E006880,B001,5
O084754,45,E000367,B001,4
O084755,41,E002583,B001,5
O084756,49,E001018,B001,5
O084760,21,E013745,B001,4
O084762,35,E007696,B001,5
O084769,40,E005771,B001,5
O084771,16,E006611,B001,5
O084776,37,E005850,B001,5
O084777,46,E007613,B001,5
O084778,4,E014855,B001,3
O084779,2,E001283,B001,5
O084781,7,E008559,B001,2
O084786,35,E013949,B001,5
O084788,46,E008563,B001,4
O084790,34,E005785,B001,5
O084791,34,E002931,B001,3
O084797,18,E000980,B001,1
O084798,44,E013701,B001,5
O084799,29,E007949,B001,3
O084801,32,E012673,B001,5
O084802,49,E014862,B001,5
O084804,20,E011009,B001,5
O084806,4,E013823,B001,5
O084807,6,E009276,B001,5
O084814,27,E000449,B001,2
O084815,1,E011880,B001,5
O084817,18,E005427,B001,2
O084819,16,E001805,B001,5
O084821,10,E008838,B001,5
O084822,26,E009662,B001,5
O084828,16,E009329,B001,5
O084831,14,E012195,B001,1
O084832,46,E004502,B001,5
O084833,5,E011879,B001,5
O084834,27,E009994,B001,5
O084835,32,E001164,B001,5
O084837,6,E008057,B001,1
O084845,29,E013285,B001,5
O084849,27,E001636,B001,5
O084852,34,E014071,B001,5
O084855,11,E001100,B001,5
O084857,37,E011332,B001,5
O084858,20,E008957,B001,1
O084861,28,E007368,B001,5
O084863,21,E003072,B001,5
O084869,45,E011169,B001,5
O084876,19,E000075,B001,5
O084877,20,E001614,B001,5
O084878,12,E005753,B001,5
O084879,18,E009479,B001,5
O084881,15,E008262,B001,5
O084884,45,E004961,B001,5
O084885,22,E006943,B001,4
O084891,19,E002537,B001,5
O084893,40,E012058,B001,5
O084894,25,E002957,B001,5
O084895,34,E001978,B001,5
O084896,38,E012898,B001,5
O084899,34,E013654,B001,5
O084900,22,E012826,B001,3
O084904,1,E002583,B001,5
O084907,13,E001241,B001,5
O084908,19,E013400,B001,5
O084909,22,E007732,B001,5
O084911,13,E011085,B001,5
O084912,19,E003241,B001,5
O084915,5,E006177,B001,2
O084916,17,E011602,B001,5
O084917,6,E014853,B001,4
O084919,11,E010360,B001,5
O084922,21,E012596,B001,2
O084924,10,E005168,B001,4
O084925,20,E012489,B001,5
O084927,43,E000559,B001,5
O084928,45,E008612,B001,5
O084930,39,E006478,B001,5
O084938,13,E009250,B001,1
O084941,31,E012774,B001,5
O084942,16,E010293,B001,5
O084944,7,E005190,B001,5
O084950,4,E003445,B001,1
O084951,17,E004437,B001,5
O084954,32,E005730,B001,5
O084960,18,E008768,B001,5
O084968,40,E007208,B001,5
O084971,43,E006235,B001,5
O084975,46,E014047,B001,1
O084978,31,E000128,B001,5
O084979,13,E007642,B001,5
O084982,38,E014426,B001,4
O084983,3,E002941,B001,5
O084991,46,E009445,B001,5
O084994,38,E012330,B001,5
O084996,47,E013978,B001,4
O084998,47,E010769,B001,5
O085000,37,E013444,B001,5
O085001,10,E007297,B001,5
O085003,3,E003770,B001,5
O085005,47,E006215,B001,5
O085007,30,E008219,B001,5
O085009,38,E001048,B001,5
O085010,22,E007484,B001,2
O085015,20,E010525,B001,5
O085018,27,E011543,B001,5
O085020,2,E003477,B001,5
O085023,29,E013376,B001,5
O085024,46,E008085,B001,5
O085030,3,E013290,B001,2
O085035,28,E011864,B001,1
O085036,1,E002568,B001,5
O085037,36,E013090,B001,5
O085038,40,E010552,B001,1
O085039,35,E012423,B001,4
O085040,11,E014195,B001,5
O085042,28,E009069,B001,3
O085043,1,E010863,B001,5
O085045,38,E012019,B001,1
O085048,37,E011907,B001,5
O085058,1,E001630,B001,5
O085063,47,E009826,B001,5
O085066,14,E001997,B001,5
O085070,37,E009823,B001,5
O085078,11,E012541,B001,5
O085081,20,E009801,B001,5
O085085,32,E006736,B001,2
O085087,13,E001738,B001,5
O085089,20,E004862,B001,1
O085090,13,E002772,B001,5
O085092,28,E008748,B001,5
O085099,46,E000618,B001,5
O085103,7,E012333,B001,5
O085104,36,E003368,B001,5
O085109,9,E010201,B001,3
O085111,15,E002502,B001,5
O085112,18,E004575,B001,5
O085114,46,E003998,B001,5
O085115,26,E009667,B001,5
O085122,44,E009912,B001,1
O085133,38,E014281,B001,5
O085138,35,E003819,B001,2
O085139,37,E012204,B001,5
O085141,49,E001604,B001,5
O085143,48,E002084,B001,5
O085145,23,E009434,B001,5
O085147,8,E000392,B001,5
O085154,49,E003251,B001,3
O085155,26,E010700,B001,5
O085157,7,E002074,B001,5
O085158,49,E009973,B001,5
O085161,42,E014862,B001,2
O085163,20,E007258,B001,5
O085166,22,E009551,B001,5
O085167,44,E002176,B001,1
O085168,25,E009072,B001,1
O085169,13,E010318,B001,5
O085170,37,E003991,B001,5
O085172,25,E013988,B001,5
O085174,6,E006430,B001,5
O085177,23,E012946,B001,1
O085179,19,E006735,B001,5
O085180,49,E009668,B001,3
O085184,12,E004446,B001,3
O085185,41,E007570,B001,2
O085194,13,E004937,B001,5
O085196,17,E013184,B001,5
O085198,41,E008230,B001,5
O085200,14,E005947,B001,3
O085202,12,E006117,B001,5
O085203,25,E008913,B001,5
O085210,42,E007442,B001,5
O085211,28,E011025,B001,5
O085212,20,E008431,B001,5
O085213,29,E004491,B001,5
O085218,42,E000068,B001,2
O085221,7,E002114,B001,5
O085222,29,E012751,B001,3
O085224,27,E007296,B001,5
O085229,30,E010970,B001,5
O085231,27,E011758,B001,1
O085233,44,E004818,B001,3
O085234,11,E013559,B001,2
O085235,29,E005603,B001,5
O085241,6,E002868,B001,5
O085242,15,E011017,B001,5
O085244,26,E004067,B001,5
O085245,24,E004171,B001,5
O085249,17,E012307,B001,5
O085252,10,E004251,B001,4
O085255,11,E011169,B001,5
O085256,3,E010531,B001,4
O085258,14,E013051,B001,5
O085260,49,E012351,B001,5
O085262,15,E011668,B001,5
O085267,40,E003164,B001,1
O085268,16,E012243,B001,5
O085270,47,E010235,B001,5
O085271,40,E010658,B001,3
O085272,48,E006155,B001,5
O085273,47,E000106,B001,3
O085277,27,E010422,B001,5
O085284,50,E014482,B001,5
O085290,35,E011291,B001,5
O085291,41,E008100,B001,1
O085295,1,E004153,B001,5
O085298,6,E004912,B001,5
O085299,20,E011958,B001,3
O085300,25,E005056,B001,5
O085306,19,E004526,B001,5
O085311,41,E001949,B001,5
O085313,10,E000830,B001,5
O085314,9,E008228,B001,5
O085317,30,E000433,B001,3
O085326,33,E013953,B001,5
O085327,32,E006029,B001,5
O085328,13,E002151,B001,5
O085335,30,E007943,B001,5
O085336,30,E012176,B001,5
O085339,29,E001418,B001,5
O085344,29,E012616,B001,5
O085345,32,E003125,B001,4
O085358,27,E011519,B001,4
O085360,40,E000078,B001,5
O085363,1,E011457,B001,3
O085364,28,E004080,B001,5
O085365,1,E007294,B001,5
O085369,47,E007761,B001,5
O085370,13,E008362,B001,1
O085371,6,E013654,B001,3
O085376,38,E002187,B001,5
O085382,15,E000695,B001,5
O085383,47,E002564,B001,5
O085384,29,E012900,B001,5
O085388,7,E004893,B001,5
O085389,30,E004558,B001,5
O085392,47,E014498,B001,5
O085397,32,E013342,B001,1
O085398,37,E004238,B001,2
O085399,41,E007315,B001,5
O085402,25,E001637,B001,5
O085406,27,E003581,B001,5
O085407,43,E003410,B001,5
O085409,34,E012972,B001,2
O085410,4,E012371,B001,5
O085413,49,E007368,B001,5
O085414,2,E012707,B001,5
O085416,22,E008945,B001,5
O085418,2,E012663,B001,5
O085425,32,E001974,B001,5
O085431,42,E010450,B001,5
O085433,49,E003915,B001,5
O085438,31,E001542,B001,5
O085444,25,E012892,B001,5
O085446,22,E006949,B001,5
O085455,38,E004541,B001,5
O085457,21,E013956,B001,2
O085460,25,E006202,B001,5
O085461,45,E008529,B001,5
O085462,34,E000496,B001,2
O085468,31,E008239,B001,5
O085470,11,E003480,B001,5
O085481,8,E002314,B001,5
O085482,32,E010309,B001,5
O085488,5,E008228,B001,5
O085491,33,E007956,B001,5
O085495,2,E007520,B001,5
O085498,46,E003317,B001,3
O085499,35,E007137,B001,5
O085502,38,E004358,B001,5
O085504,16,E001861,B001,5
O085505,5,E007355,B001,5
O085506,45,E012169,B001,5
O085508,30,E002685,B001,5
O085511,9,E010734,B001,2
O085512,32,E009509,B001,5
O085513,45,E014367,B001,3
O085516,18,E010387,B001,5
O085517,49,E002942,B001,3
O085519,33,E012009,B001,5
O085524,48,E013389,B001,5
O085526,1,E008510,B001,2
O085529,38,E013569,B001,5
O085536,10,E003523,B001,5
O085538,11,E008886,B001,5
O085552,36,E005162,B001,5
O085557,33,E006650,B001,5
O085558,29,E007825,B001,3
O085561,44,E003208,B001,5
O085563,46,E009376,B001,5
O085568,48,E009676,B001,2
O085570,35,E001687,B001,5
O085580,9,E005052,B001,3
O085582,12,E012341,B001,5
O085589,5,E011751,B001,5
O085595,37,E001515,B001,5
O085599,50,E011205,B001,5
O085606,16,E009204,B001,4
O085607,4,E006907,B001,5
O085610,41,E010215,B001,5
O085612,11,E011328,B001,5
O085614,1,E007016,B001,5
O085615,49,E008156,B001,5
O085617,29,E012252,B001,5
O085618,16,E011419,B001,5
O085622,20,E006999,B001,4
O085624,34,E009208,B001,5
O085627,39,E014297,B001,5
O085630,11,E014968,B001,5
O085631,24,E003251,B001,5
O085633,24,E000893,B001,5
O085635,14,E003073,B001,5
O085636,16,E011909,B001,2
O085641,33,E007927,B001,5
O085643,41,E008537,B001,3
O085645,23,E000102,B001,3
O085647,35,E009134,B001,5
O085650,1,E002515,B001,5
O085651,6,E001407,B001,5
O085655,20,E013122,B001,5
O085659,33,E001827,B001,5
O085660,10,E000458,B001,5
O085661,30,E000226,B001,4
O085662,31,E008041,B001,5
O085668,26,E002906,B001,5
O085670,20,E000890,B001,5
O085673,12,E014559,B001,4
O085676,32,E004657,B001,5
O085677,36,E001770,B001,5
O085678,3,E012307,B001,1
O085681,36,E012726,B001,5
O085682,30,E003654,B001,5
O085683,43,E001751,B001,5
O085684,17,E014412,B001,5
O085692,7,E005543,B001,5
O085693,50,E000844,B001,1
O085696,41,E002941,B001,5
O085702,28,E006664,B001,1
O085706,26,E002737,B001,2
O085710,3,E010866,B001,2
O085711,48,E011349,B001,5
O085715,24,E011562,B001,5
O085716,40,E006517,B001,5
O085719,32,E013068,B001,5
O085721,18,E009060,B001,1
O085731,38,E014524,B001,5
O085735,12,E001575,B001,5
O085736,40,E000492,B001,5
O085738,3,E009042,B001,1
O085740,35,E003872,B001,5
O085741,28,E005088,B001,2
O085742,18,E011833,B001,5
O085744,18,E007378,B001,5
O085746,4,E012498,B001,1
O085748,49,E004810,B001,5
O085751,39,E010679,B001,5
O085753,17,E010738,B001,5
O085756,43,E007381,B001,5
O085759,11,E008822,B001,5
O085760,13,E014940,B001,1
O085771,13,E013809,B001,5
O085772,47,E000958,B001,4
O085777,42,E009684,B001,5
O085781,10,E007404,B001,5
O085782,48,E002770,B001,5
O085789,12,E012874,B001,1
O085795,45,E003437,B001,5
O085801,8,E005237,B001,5
O085803,22,E006907,B001,5
O085806,18,E002912,B001,4
O085807,21,E005165,B001,1
O085810,8,E000780,B001,5
O085814,21,E012681,B001,5
O085818,19,E004136,B001,5
O085819,6,E014144,B001,5
O085825,37,E008372,B001,5
O085828,12,E000970,B001,5
O085837,36,E010905,B001,1
O085838,2,E003838,B001,5
O085839,17,E005311,B001,5
O085845,32,E010378,B001,5
O085848,44,E006371,B001,5
O085851,37,E001831,B001,3
O085853,16,E008468,B001,5
O085855,25,E006232,B001,4
O085857,12,E005731,B001,5
O085858,22,E006641,B001,3
O085859,50,E007547,B001,5
O085860,20,E007265,B001,2
O085862,19,E001013,B001,5
O085863,43,E007389,B001,4
O085864,23,E008693,B001,5
O085868,9,E012864,B001,4
O085869,7,E012145,B001,3
O085877,43,E008173,B001,5
O085880,12,E008986,B001,2
O085881,20,E009374,B001,5
O085887,34,E005454,B001,5
O085891,27,E003279,B001,5
O085895,22,E009243,B001,5
O085897,27,E001973,B001,5
O085899,5,E014868,B001,3
O085900,12,E012243,B001,5
O085902,26,E007601,B001,5
O085904,47,E010085,B001,4
O085905,39,E012904,B001,5
O085910,48,E003323,B001,1
O085913,29,E009951,B001,3
O085915,22,E007318,B001,5
O085917,21,E009467,B001,3
O085920,11,E004580,B001,5
O085924,4,E009588,B001,5
O085931,40,E013390,B001,5
O085933,7,E014586,B001,2
O085937,50,E004295,B001,2
O085938,44,E008872,B001,5
O085940,40,E009123,B001,5
O085941,16,E001285,B001,5
O085952,38,E008368,B001,2
O085957,45,E012813,B001,5
O085961,8,E002465,B001,3
O085963,48,E012489,B001,3
O085967,48,E008601,B001,5
O085968,2,E008406,B001,3
O085971,7,E004843,B001,5
O085973,25,E006382,B001,5
O085976,6,E011413,B001,1
O085978,23,E013432,B001,5
O085981,13,E009782,B001,5
O085983,16,E014449,B001,5
O085984,48,E009059,B001,4
O085991,48,E011724,B001,2
O085995,22,E007297,B001,1
O086000,4,E004244,B001,5
O086001,20,E007067,B001,5
O086003,4,E010430,B001,5
O086004,19,E005095,B001,5
O086007,23,E004547,B001,5
O086008,6,E014889,B001,5
O086009,8,E003438,B001,3
O086012,40,E005667,B001,5
O086013,3,E006813,B001,5
O086014,4,E011885,B001,5
O086017,44,E009484,B001,5
O086023,21,E006982,B001,5
O086027,16,E000659,B001,1
O086031,2,E011061,B001,2
O086033,10,E004641,B001,5
O086039,44,E009237,B001,5
O086040,25,E013905,B001,5
