OORDER_ID,ARRIVAL_DATE,ARRIVAL_TIME,TABLE_NUMBER,BRANCH_ID,CUSTOMER_QUANTITY
O087174,2024-08-17,12:23:22,42,B001,8
O087175,2024-11-03,08:44:59,19,B001,2
O087177,2019-05-06,16:27:02,25,B001,2
O087180,2024-10-07,13:45:52,48,B001,6
O087181,2018-04-16,16:10:30,39,B001,10
O087182,2024-10-03,09:28:46,49,B001,10
O087186,2017-11-06,12:05:34,36,B001,10
O087187,2019-01-29,14:17:08,47,B001,9
O087189,2023-02-25,12:15:40,20,B001,2
O087190,2016-02-07,16:54:34,35,B001,10
O087194,2020-09-10,18:02:02,34,B001,10
O087200,2023-11-17,14:57:38,13,B001,2
O087203,2023-07-10,18:12:36,1,B001,3
O087204,2021-08-07,11:42:41,15,B001,2
O087210,2006-01-12,13:00:33,3,B001,2
O087212,2022-07-18,08:46:47,11,B001,3
O087215,2018-01-20,10:57:31,50,B001,6
O087225,2018-10-06,15:23:00,34,B001,7
O087226,2010-02-14,10:21:00,5,B001,5
O087227,2018-11-14,13:10:37,21,B001,4
O087228,2023-11-18,16:00:44,48,B001,6
O087231,2018-08-10,18:41:35,27,B001,8
O087232,2020-06-20,15:07:19,14,B001,1
O087234,2002-10-22,14:05:16,47,B001,6
O087236,2022-05-20,16:21:02,6,B001,2
O087238,2023-06-26,14:36:11,28,B001,9
O087243,2015-07-06,08:18:20,46,B001,7
O087246,2018-06-26,08:18:38,41,B001,6
O087247,2004-02-08,18:06:59,12,B001,3
O087249,2021-10-23,11:57:19,21,B001,5
O087250,2013-04-20,11:22:28,37,B001,9
O087251,2015-05-06,15:44:09,44,B001,8
O087255,2018-07-24,06:37:47,35,B001,9
O087258,2023-08-25,17:11:59,4,B001,1
O087263,2012-10-28,12:50:14,21,B001,5
O087274,2020-12-19,14:36:16,19,B001,4
O087277,2022-11-01,15:21:56,14,B001,2
O087278,2017-12-28,14:55:35,20,B001,4
O087281,2024-07-14,17:52:50,40,B001,6
O087284,2021-08-23,18:02:23,35,B001,8
O087289,2017-12-24,08:11:53,40,B001,6
O087291,2023-03-17,10:41:45,35,B001,6
O087294,2019-09-10,06:58:05,49,B001,7
O087300,2016-09-22,17:30:11,12,B001,4
O087305,2015-01-18,18:20:04,19,B001,4
O087310,2011-06-01,07:11:13,23,B001,2
O087312,2016-10-16,18:47:50,21,B001,2
O087314,2021-06-22,18:33:39,3,B001,2
O087315,2011-09-06,11:27:05,28,B001,6
O087324,2021-12-24,10:02:52,27,B001,7
O087325,2005-05-23,13:26:53,9,B001,3
O087328,2006-09-11,14:02:06,32,B001,6
O087330,2013-12-13,09:31:07,5,B001,2
O087337,2021-09-06,07:12:55,13,B001,2
O087341,2017-10-18,11:19:50,8,B001,2
O087342,2013-03-28,16:49:51,20,B001,3
O087344,2023-08-23,16:26:46,17,B001,3
O087346,2023-09-26,10:13:13,18,B001,5
O087348,2021-07-17,15:09:37,43,B001,7
O087349,2005-08-15,09:27:54,31,B001,9
O087352,2022-07-02,10:26:38,29,B001,6
O087356,2020-01-02,13:52:35,3,B001,3
O087370,2021-06-24,07:27:25,20,B001,4
O087371,2023-04-21,12:32:17,23,B001,3
O087372,2017-08-12,09:42:25,46,B001,8
O087376,2017-05-11,16:55:05,4,B001,1
O087377,2023-04-22,15:43:15,49,B001,7
O087378,2021-11-23,18:52:43,3,B001,1
O087379,2016-04-04,16:16:09,37,B001,6
O087383,2024-03-11,15:18:54,3,B001,3
O087388,2021-05-18,14:00:37,25,B001,1
O087389,2022-12-17,17:13:33,19,B001,3
O087397,2022-03-20,10:44:06,1,B001,4
O087398,2022-04-13,09:44:35,2,B001,5
O087399,2019-08-12,13:03:15,49,B001,10
O087412,2010-02-02,13:51:55,16,B001,1
O087413,2023-08-05,07:04:38,22,B001,4
O087419,2023-08-22,06:49:11,13,B001,5
O087420,2020-12-13,07:00:39,3,B001,3
O087421,2019-10-03,17:34:00,48,B001,6
O087422,2023-07-20,17:55:27,2,B001,5
O087426,2024-11-30,16:37:28,20,B001,3
O087430,2021-06-06,06:52:45,22,B001,2
O087433,2021-03-31,11:13:18,44,B001,6
O087435,2019-07-23,14:18:53,8,B001,3
O087436,2023-06-10,11:12:50,2,B001,1
O087445,2022-04-23,08:12:09,19,B001,5
O087446,2023-02-04,08:35:24,13,B001,4
O087449,2015-09-28,07:46:17,17,B001,1
O087451,2003-02-16,08:41:37,48,B001,8
O087452,2024-02-01,14:58:09,43,B001,8
O087456,2024-03-17,14:53:11,24,B001,3
O087460,2020-09-28,07:16:58,50,B001,9
O087461,2024-05-03,17:43:15,45,B001,7
O087470,2018-03-13,09:44:49,26,B001,9
O087472,2023-03-17,12:05:10,39,B001,6
O087473,2024-10-16,14:41:31,10,B001,2
O087475,2022-12-26,18:33:36,37,B001,8
O087476,2023-12-06,08:01:32,29,B001,6
O087479,2021-09-18,06:54:03,35,B001,8
O087480,2015-09-14,18:26:58,7,B001,2
O087482,2024-12-16,16:03:41,39,B001,9
O087484,2022-05-24,07:53:18,26,B001,8
O087485,2022-11-24,06:55:23,6,B001,2
O087488,2024-06-05,08:16:04,14,B001,4
O087492,2021-12-27,17:11:25,50,B001,9
O087493,2024-01-04,18:42:24,39,B001,9
O087495,2021-06-03,07:06:20,31,B001,6
O087496,2014-01-25,07:14:52,26,B001,10
O087499,2013-11-14,12:38:30,40,B001,9
O087500,2007-12-12,18:57:56,40,B001,7
O087506,2021-03-20,18:15:14,13,B001,5
O087509,2021-02-22,08:45:21,23,B001,4
O087510,2023-07-08,06:34:14,4,B001,1
O087512,2016-01-08,18:21:04,46,B001,6
O087513,2011-05-25,11:07:08,41,B001,7
O087514,2016-03-22,08:45:19,39,B001,7
O087516,2022-11-28,18:15:08,7,B001,5
O087517,2018-06-14,09:28:18,48,B001,8
O087521,2003-08-30,18:38:51,15,B001,3
O087527,2017-03-28,14:05:22,11,B001,3
O087528,2024-05-04,16:54:49,35,B001,10
O087529,2023-09-27,12:34:39,16,B001,5
O087530,2021-03-05,06:56:37,30,B001,8
O087533,2024-03-18,17:03:25,27,B001,8
O087535,2019-05-18,16:23:09,33,B001,7
O087536,2013-02-05,12:44:58,17,B001,1
O087541,2019-03-14,17:00:04,25,B001,1
O087544,2022-12-24,13:13:36,7,B001,5
O087546,2020-06-22,13:32:03,14,B001,2
O087547,2015-09-18,16:11:34,29,B001,7
O087553,2013-11-12,18:57:46,7,B001,5
O087554,2018-12-31,08:14:14,27,B001,7
O087556,2021-08-10,12:50:21,11,B001,4
O087557,2013-06-04,15:46:15,44,B001,6
O087558,2005-03-16,14:33:34,31,B001,7
O087559,2020-11-12,11:23:52,49,B001,8
O087563,2014-08-30,08:20:03,10,B001,2
O087565,2020-08-29,18:56:36,45,B001,7
O087571,2015-03-08,16:44:00,4,B001,3
O087574,2011-07-25,06:47:36,12,B001,5
O087577,2023-09-21,10:27:46,35,B001,8
O087578,2019-07-29,14:45:50,10,B001,1
O087584,2013-12-02,16:08:56,35,B001,7
O087586,2023-04-25,08:32:36,8,B001,1
O087587,2022-03-17,11:28:16,6,B001,5
O087589,2010-06-04,14:28:14,3,B001,3
O087590,2024-09-05,11:22:41,50,B001,7
O087591,2023-04-01,08:48:22,13,B001,3
O087596,2024-12-21,12:32:11,15,B001,1
O087601,2024-05-25,06:37:03,29,B001,8
O087604,2020-11-07,11:49:49,13,B001,3
O087608,2023-11-04,12:38:11,16,B001,3
O087609,2023-10-21,18:46:55,23,B001,4
O087611,2015-10-19,07:23:45,21,B001,3
O087612,2020-05-02,15:57:18,11,B001,1
O087614,2022-07-20,08:01:22,18,B001,2
O087617,2022-06-27,14:37:36,29,B001,7
O087618,2016-05-04,12:14:07,3,B001,5
O087625,2023-08-29,09:34:21,29,B001,9
O087626,2023-06-18,17:03:47,29,B001,8
O087630,2011-01-30,16:19:06,7,B001,4
O087635,2018-01-19,18:25:30,1,B001,5
O087639,2023-11-04,14:48:32,48,B001,8
O087642,2021-07-23,11:16:41,4,B001,5
O087646,2008-04-05,18:44:30,18,B001,5
O087647,2020-10-08,07:42:59,23,B001,4
O087649,2011-06-30,16:32:27,19,B001,4
O087651,2022-05-10,11:00:25,47,B001,10
O087654,2016-10-19,11:12:21,29,B001,9
O087659,2010-10-01,17:22:57,19,B001,5
O087666,2023-04-26,16:00:00,20,B001,5
O087667,2017-11-29,06:37:16,17,B001,1
O087670,2022-04-16,12:25:01,38,B001,10
O087672,2006-11-08,15:32:51,31,B001,8
O087673,2022-11-09,11:02:47,21,B001,1
O087676,2016-07-19,10:14:30,15,B001,2
O087678,2024-03-07,13:27:17,48,B001,10
O087682,2021-10-30,07:19:18,27,B001,9
O087684,2024-02-21,15:02:23,1,B001,4
O087686,2022-09-19,12:20:45,18,B001,1
O087687,2002-11-13,18:34:17,49,B001,6
O087688,2021-02-03,09:13:01,15,B001,4
O087694,2022-04-13,10:44:40,16,B001,2
O087697,2024-09-15,07:18:49,50,B001,8
O087708,2022-12-10,16:24:11,48,B001,9
O087710,1999-07-04,08:29:45,9,B001,4
O087711,2019-06-18,12:39:57,47,B001,6
O087712,2020-08-21,17:48:59,35,B001,7
O087714,2024-03-16,17:08:47,43,B001,9
O087717,2019-02-20,15:22:59,30,B001,10
O087718,2024-04-10,10:35:56,50,B001,7
O087723,2020-02-02,11:33:45,47,B001,10
O087725,2010-12-13,11:09:12,18,B001,5
O087726,2022-02-22,07:11:06,17,B001,2
O087732,2021-07-05,12:49:07,17,B001,3
O087734,2012-12-18,06:49:41,38,B001,8
O087735,2023-10-16,07:07:03,7,B001,3
O087739,2024-12-12,07:34:11,9,B001,1
O087740,2022-03-26,13:53:24,10,B001,1
O087741,2024-05-11,15:19:42,8,B001,1
O087743,2024-01-24,17:50:25,20,B001,3
O087746,2013-02-20,15:46:12,46,B001,10
O087750,2019-02-19,13:26:49,1,B001,5
O087754,2024-03-04,06:56:45,47,B001,8
O087756,2018-03-03,17:31:31,46,B001,9
O087759,2023-02-10,14:00:39,23,B001,2
O087775,2019-03-30,08:25:25,33,B001,9
O087778,2021-09-28,08:20:14,41,B001,8
O087780,2023-09-09,07:56:43,17,B001,1
O087782,2024-10-07,13:03:27,12,B001,5
O087785,2011-11-18,13:07:28,48,B001,10
O087797,2024-08-30,08:02:41,22,B001,5
O087802,2015-04-21,18:12:51,37,B001,9
O087804,2024-10-20,15:35:32,18,B001,3
O087806,2024-11-23,15:28:15,21,B001,4
O087811,2012-08-03,08:35:34,48,B001,10
O087817,2023-03-04,08:22:07,12,B001,2
O087823,2023-12-06,16:36:07,14,B001,4
O087824,2024-09-14,18:59:43,33,B001,8
O087829,2021-10-02,07:28:23,31,B001,6
O087835,2022-10-29,10:08:23,11,B001,3
O087837,2022-08-03,06:54:28,29,B001,7
O087839,2023-04-24,17:37:32,20,B001,2
O087841,2014-11-16,15:59:34,27,B001,9
O087843,2024-02-07,10:34:18,38,B001,8
O087848,2018-12-20,14:50:18,48,B001,7
O087849,2023-02-18,14:45:48,4,B001,4
O087855,2001-04-05,08:25:29,50,B001,6
O087856,2006-09-12,08:41:28,48,B001,8
O087857,2022-05-22,15:21:02,15,B001,5
O087858,2014-07-20,10:11:22,1,B001,5
O087861,2024-04-19,14:45:07,31,B001,9
O087862,2021-12-08,11:53:21,41,B001,9
O087867,2006-12-30,15:57:07,35,B001,6
O087872,2022-12-05,13:16:47,42,B001,7
O087880,2023-09-02,10:39:34,28,B001,7
O087881,2017-02-09,07:48:48,36,B001,9
O087892,2019-12-05,15:39:16,44,B001,8
O087893,2022-12-19,12:33:16,10,B001,3
O087894,2024-02-21,08:05:47,46,B001,10
O087899,2020-03-19,10:08:09,48,B001,8
O087904,2018-04-28,07:32:17,12,B001,3
O087909,2024-12-12,08:56:25,45,B001,9
O087917,2020-09-16,17:28:32,30,B001,7
O087919,2023-09-25,16:19:15,1,B001,5
O087925,2024-08-09,13:58:02,29,B001,8
O087926,2020-07-18,09:53:30,7,B001,5
O087927,2003-02-16,07:45:00,24,B001,1
O087931,2010-12-15,08:28:05,15,B001,2
O087934,2017-05-19,16:57:43,27,B001,6
O087938,2020-04-30,11:43:02,46,B001,6
O087943,2011-12-22,09:36:05,17,B001,3
O087945,2016-12-29,13:23:05,38,B001,8
O087950,2018-02-21,06:58:23,40,B001,8
O087951,2024-01-09,12:46:38,19,B001,2
O087954,2023-03-31,09:11:52,13,B001,4
O087956,2024-07-10,16:30:03,8,B001,5
O087957,2018-04-10,08:46:31,18,B001,2
O087959,2018-10-01,16:27:45,1,B001,2
O087963,2015-03-06,11:39:49,50,B001,10
O087964,2022-11-09,08:13:02,18,B001,4
O087969,2007-09-03,10:41:36,6,B001,2
O087974,2024-04-09,10:31:17,23,B001,1
O087983,2015-07-25,16:09:57,44,B001,6
O087986,2021-03-15,18:12:05,3,B001,2
O087989,2021-10-03,14:25:13,12,B001,4
O087990,2005-04-02,12:30:53,37,B001,7
O087993,2010-12-14,17:42:05,21,B001,2
O087994,2020-11-21,16:50:21,20,B001,3
O087997,2019-11-01,15:09:28,44,B001,9
O088002,2024-11-16,12:05:06,4,B001,2
O088005,2021-05-23,14:09:37,11,B001,2
O088007,2018-10-15,08:19:04,34,B001,8
O088008,2023-11-04,18:40:47,35,B001,6
O088010,2023-12-12,15:00:36,13,B001,5
O088011,2024-11-09,10:18:04,13,B001,4
O088012,2024-04-25,16:50:56,25,B001,5
O088013,2022-10-30,17:11:53,40,B001,6
O088014,2004-07-17,11:48:54,4,B001,1
O088015,2019-12-13,16:50:47,43,B001,7
O088018,2005-06-23,09:57:52,19,B001,2
O088019,2004-06-25,13:38:50,28,B001,9
O088022,2023-10-01,14:03:26,2,B001,3
O088024,2012-04-07,07:08:37,34,B001,6
O088027,2021-02-25,14:55:36,11,B001,1
O088032,2024-12-09,07:41:44,48,B001,10
O088033,2013-01-17,16:06:32,42,B001,10
O088034,2016-03-25,18:57:58,20,B001,3
O088038,2015-09-15,07:38:45,37,B001,8
O088042,2023-01-26,14:56:08,24,B001,5
O088043,2015-12-25,10:56:27,17,B001,1
O088045,2014-08-27,08:25:07,18,B001,5
O088048,2018-03-03,12:02:18,24,B001,2
O088054,2022-03-29,08:09:12,50,B001,9
O088055,2022-01-23,10:19:51,37,B001,9
O088060,2006-01-08,17:01:56,50,B001,6
O088067,2019-12-23,07:16:19,15,B001,2
O088069,2020-07-09,15:09:01,28,B001,8
O088073,2021-10-30,11:51:19,5,B001,3
O088074,2021-12-05,12:22:44,27,B001,10
O088076,2005-06-28,08:28:39,45,B001,8
O088077,2020-11-24,18:19:53,12,B001,2
O088081,2018-03-11,08:23:06,47,B001,9
O088083,2018-08-06,08:24:57,34,B001,6
O088089,2023-07-25,16:24:01,30,B001,7
O088090,2011-11-18,18:27:52,12,B001,2
O088093,2020-11-24,17:27:45,38,B001,8
O088094,2020-02-22,09:46:36,19,B001,1
O088100,2024-11-25,11:48:58,50,B001,10
O088109,2021-03-15,08:26:31,46,B001,7
O088113,2024-05-02,11:52:25,47,B001,7
O088114,2017-11-02,07:39:02,29,B001,9
O088115,2023-11-03,09:21:24,39,B001,9
O088116,2023-12-30,10:33:50,31,B001,6
O088119,2014-12-08,13:51:45,2,B001,3
O088120,2017-01-13,14:12:42,13,B001,3
O088121,2023-03-14,11:52:02,45,B001,10
O088123,2016-08-17,11:33:50,28,B001,9
O088126,2023-01-01,10:19:34,19,B001,4
O088127,2015-12-23,11:38:19,6,B001,4
O088128,2006-03-20,18:42:53,12,B001,5
O088129,2024-03-20,08:27:15,31,B001,10
O088132,2024-11-18,09:44:23,26,B001,7
O088133,1998-05-05,08:07:18,17,B001,1
O088137,2013-11-16,14:16:37,25,B001,3
O088138,2018-10-15,16:25:06,6,B001,3
O088143,2022-08-03,12:28:35,40,B001,8
O088144,2017-07-12,12:40:04,28,B001,9
O088151,2014-10-16,10:16:13,31,B001,8
O088155,2022-09-08,12:33:28,48,B001,9
O088157,2024-02-11,10:00:08,18,B001,5
O088158,2020-09-29,09:15:14,32,B001,8
O088159,2023-11-23,06:44:02,47,B001,9
O088165,2018-02-20,15:35:57,20,B001,1
O088167,2019-05-25,14:02:40,19,B001,4
O088168,2022-08-07,18:48:57,49,B001,9
O088169,2023-07-04,12:38:04,3,B001,5
O088171,2024-09-04,08:00:27,41,B001,6
O088177,2021-06-29,07:50:51,1,B001,4
O088179,2024-10-02,14:10:04,10,B001,2
O088180,2006-04-27,09:00:59,22,B001,1
O088185,2021-04-10,17:57:51,30,B001,6
O088189,2013-07-29,13:18:47,31,B001,7
O088190,2024-07-10,16:00:31,31,B001,7
O088192,2021-04-13,16:34:03,50,B001,10
O088197,2023-06-20,11:38:18,43,B001,7
O088198,2016-10-22,07:10:09,7,B001,1
O088202,2019-07-18,13:07:10,16,B001,3
O088203,2024-04-11,07:19:51,42,B001,10
O088204,2013-12-07,11:45:41,13,B001,3
O088205,2022-03-26,10:08:06,31,B001,6
O088212,2021-07-20,10:46:43,9,B001,1
O088217,2012-01-22,16:17:21,48,B001,7
O088221,2022-04-23,08:11:26,30,B001,9
O088222,2023-09-28,12:46:13,6,B001,4
O088227,2018-09-05,07:20:13,18,B001,4
O088231,2022-09-25,14:22:24,35,B001,6
O088233,2006-07-23,15:17:00,14,B001,5
O088236,2020-11-03,10:25:10,40,B001,9
O088240,2019-03-23,17:53:46,2,B001,3
O088242,2022-02-21,11:44:04,37,B001,8
O088244,2024-08-29,15:13:40,20,B001,1
O088246,2013-11-13,06:45:57,28,B001,6
O088247,2023-10-12,08:13:29,37,B001,8
O088248,2013-08-08,16:08:29,21,B001,2
O088250,2010-01-23,14:20:59,22,B001,4
O088251,2003-02-18,11:36:40,31,B001,8
O088257,2023-07-27,17:03:02,35,B001,10
O088264,2021-05-10,13:28:14,18,B001,2
O088267,2022-01-10,14:41:14,21,B001,5
O088269,2021-04-22,12:39:09,18,B001,1
O088275,2015-12-17,09:05:36,6,B001,3
O088280,2024-03-22,07:29:34,37,B001,7
O088286,2022-11-24,09:52:51,47,B001,8
O088287,2023-09-15,07:46:21,5,B001,2
O088290,2016-10-13,17:21:11,33,B001,6
O088291,2017-12-16,12:16:51,16,B001,4
O088299,2007-06-20,15:40:16,23,B001,4
O088300,2024-09-22,10:47:35,43,B001,6
O088302,2015-05-08,08:47:22,48,B001,8
O088304,2010-03-19,15:01:21,20,B001,1
O088305,2021-09-29,08:28:04,8,B001,2
O088310,2012-12-14,06:54:36,31,B001,6
O088312,2024-10-31,15:40:08,8,B001,1
O088313,2004-09-05,16:17:06,40,B001,9
O088316,2023-06-04,06:35:36,24,B001,4
O088321,2015-12-05,15:20:36,11,B001,1
O088323,2023-05-09,16:21:31,1,B001,1
O088324,2003-07-29,17:41:34,6,B001,3
O088326,2021-01-19,17:09:22,32,B001,8
O088339,2023-06-03,17:31:15,17,B001,3
O088345,2023-01-09,09:38:53,13,B001,1
O088349,2024-10-08,14:33:29,1,B001,3
O088350,2016-01-11,11:58:31,16,B001,4
O088351,2023-02-14,07:03:41,25,B001,4
O088353,2016-07-19,17:45:24,36,B001,10
O088360,2024-11-19,17:27:54,24,B001,2
O088365,2021-11-06,13:50:57,33,B001,8
O088371,2022-03-10,11:39:55,33,B001,6
O088372,2018-09-17,11:09:30,22,B001,1
O088374,2009-12-16,06:59:57,6,B001,2
O088375,2004-05-12,13:57:40,40,B001,8
O088378,2018-11-29,09:28:01,32,B001,8
O088392,2018-11-24,13:54:21,34,B001,8
O088394,2015-01-17,11:23:00,29,B001,9
O088395,2014-09-26,16:11:20,17,B001,5
O088397,2023-11-14,08:53:14,49,B001,10
O088402,2006-02-08,18:40:40,48,B001,8
O088408,2024-07-11,15:12:47,32,B001,10
O088411,2022-12-16,16:13:04,11,B001,3
O088414,2022-01-03,17:17:35,49,B001,7
O088416,2024-08-08,17:31:15,46,B001,6
O088417,2024-06-17,09:47:19,37,B001,9
O088420,2024-05-20,11:54:35,46,B001,8
O088423,2024-11-24,12:43:57,38,B001,6
O088424,2014-09-11,08:43:41,20,B001,5
O088426,2011-07-31,18:01:24,29,B001,9
O088431,2024-11-21,11:58:22,37,B001,7
O088433,2020-09-21,10:46:19,38,B001,10
O088440,2021-08-22,10:17:16,28,B001,10
O088445,2011-04-21,08:21:38,46,B001,10
O088447,2017-07-09,09:59:13,10,B001,3
O088450,2019-09-14,08:14:27,39,B001,10
O088454,2008-03-07,07:40:49,17,B001,4
O088456,2023-03-12,14:21:58,35,B001,10
O088458,2021-12-20,18:38:01,28,B001,7
O088459,2017-11-05,17:37:25,39,B001,8
O088460,2022-04-08,17:41:14,14,B001,5
O088461,2022-09-05,09:51:12,33,B001,7
O088468,2014-09-12,14:33:21,42,B001,6
O088470,2022-04-27,14:26:46,17,B001,2
O088476,2019-04-22,10:31:27,38,B001,6
O088479,2017-07-08,13:52:29,35,B001,9
O088480,2022-12-14,18:10:29,30,B001,9
O088482,2006-05-07,07:28:53,14,B001,4
O088486,2017-12-20,16:55:46,16,B001,1
O088487,2019-08-13,16:55:58,24,B001,1
O088497,2024-05-27,14:11:13,12,B001,1
O088499,2017-10-02,16:49:03,30,B001,8
O088503,2023-07-05,07:46:43,46,B001,9
O088504,2020-12-12,17:16:31,16,B001,1
O088505,2012-02-14,17:33:21,21,B001,1
O088507,2015-04-27,15:55:32,11,B001,4
O088516,2019-10-16,18:37:50,31,B001,7
O088517,2002-02-03,11:37:01,22,B001,1
O088522,2014-08-16,17:07:35,18,B001,5
O088524,2017-09-21,14:42:41,14,B001,5
O088525,2023-09-14,07:59:29,23,B001,5
O088533,2012-08-22,10:31:43,37,B001,6
O088540,2020-04-18,15:18:42,46,B001,10
O088541,2018-10-26,09:45:48,36,B001,10
O088544,2010-08-23,15:11:12,4,B001,4
O088549,2023-12-15,18:48:40,48,B001,7
O088551,2023-06-19,08:17:52,38,B001,9
O088552,2014-02-27,07:24:51,36,B001,6
O088554,2024-07-05,15:57:25,19,B001,5
O088555,2007-02-05,10:11:52,3,B001,4
O088561,2010-08-09,18:16:20,3,B001,1
O088562,2024-01-14,11:01:23,4,B001,2
O088563,2012-07-25,17:53:03,44,B001,9
O088564,1998-06-01,08:06:25,2,B001,4
O088568,2011-10-26,08:36:56,26,B001,8
O088569,2018-12-05,16:01:26,11,B001,2
O088570,2024-04-16,15:14:11,43,B001,9
O088574,2016-09-13,17:53:09,8,B001,1
O088580,2022-09-11,07:57:45,23,B001,2
O088583,2023-04-06,16:59:47,46,B001,7
O088591,2014-02-22,18:28:25,36,B001,8
O088592,2024-11-22,06:45:20,12,B001,1
O088597,2023-11-29,08:06:13,25,B001,1
O088608,2022-09-10,10:34:44,22,B001,5
O088610,2009-01-15,09:03:14,49,B001,8
O088615,2023-09-02,17:25:13,39,B001,6
O088623,2024-11-15,16:20:54,16,B001,1
O088624,2023-03-16,08:02:21,30,B001,6
O088630,2015-10-07,12:20:44,3,B001,2
O088633,2020-03-13,07:44:13,24,B001,5
O088640,2021-07-23,08:31:38,4,B001,3
O088641,2015-08-18,15:10:22,48,B001,8
O088643,2023-08-02,17:07:18,34,B001,7
O088646,2018-03-11,15:30:58,20,B001,5
O088652,2021-05-14,15:49:14,49,B001,6
O088656,2024-12-12,11:45:33,39,B001,7
O088658,2023-12-26,17:15:29,45,B001,8
O088660,2018-03-16,18:49:07,29,B001,10
O088661,2022-11-23,18:04:37,37,B001,6
O088667,2020-02-07,08:48:14,17,B001,4
O088668,2024-07-10,08:01:25,29,B001,6
O088669,2006-11-30,15:59:47,46,B001,7
O088672,2023-10-30,12:30:23,26,B001,10
O088675,2014-05-16,13:22:42,39,B001,8
O088680,2019-12-09,07:15:49,27,B001,10
O088683,2022-02-08,17:08:02,41,B001,8
O088687,2022-04-01,10:26:08,21,B001,4
O088694,2018-05-27,10:23:14,16,B001,5
O088696,2016-06-10,14:34:36,17,B001,3
O088698,2018-07-06,17:16:01,35,B001,10
O088700,2020-12-11,16:42:24,38,B001,10
O088704,2012-01-29,08:06:12,26,B001,7
O088705,2015-07-28,14:34:23,20,B001,1
O088712,2021-03-26,11:09:59,42,B001,8
O088714,2023-07-15,09:23:18,50,B001,7
O088715,2013-04-27,08:26:15,9,B001,1
O088721,2009-03-04,18:56:40,36,B001,7
O088723,2019-06-19,16:10:05,32,B001,8
O088725,2021-10-11,12:48:15,35,B001,7
O088726,2023-12-14,07:53:23,28,B001,10
O088728,2021-12-28,17:22:17,11,B001,4
O088732,2010-08-07,07:49:10,20,B001,4
O088734,2022-12-09,15:33:47,7,B001,4
O088735,2022-12-06,07:10:30,5,B001,4
O088737,2009-09-21,18:11:58,30,B001,8
O088742,2019-10-11,15:21:06,13,B001,1
O088744,2024-05-06,09:18:28,10,B001,2
O088748,2024-06-28,15:50:21,38,B001,9
O088753,2008-08-27,15:20:13,13,B001,2
O088757,2015-03-23,09:04:40,16,B001,1
O088759,2021-11-01,08:54:54,50,B001,10
O088760,2023-09-08,14:34:18,49,B001,6
O088764,2024-05-19,13:39:56,45,B001,9
O088765,2020-04-20,11:54:29,25,B001,3
O088767,2016-10-09,14:42:19,10,B001,3
O088772,2016-12-17,13:48:02,31,B001,10
O088776,1999-04-18,13:33:08,17,B001,5
O088778,2023-10-03,07:37:28,23,B001,3
O088780,2024-06-11,10:02:07,34,B001,10
O088781,2016-06-10,12:12:52,20,B001,1
O088782,2021-04-27,12:40:56,23,B001,3
O088786,2024-01-14,09:00:07,15,B001,2
O088788,2023-08-30,07:25:55,48,B001,6
O088796,2023-08-30,12:33:54,18,B001,1
O088797,2018-11-10,09:49:16,45,B001,7
O088799,2021-09-01,13:30:32,32,B001,9
O088802,2005-07-29,12:42:18,18,B001,4
O088803,2023-12-26,13:17:48,22,B001,4
O088805,2021-03-11,14:19:44,36,B001,6
O088807,2016-07-01,13:28:01,35,B001,6
O088810,2021-09-10,06:44:21,42,B001,8
O088813,2008-05-28,07:32:55,36,B001,9
O088814,2016-09-07,08:16:52,34,B001,7
O088817,2016-02-09,16:12:33,42,B001,9
O088824,2001-09-21,08:09:56,43,B001,9
O088825,2024-11-16,07:24:06,9,B001,3
O088831,2023-03-18,10:54:47,28,B001,6
O088833,2006-03-22,14:41:52,28,B001,8
O088836,2019-10-11,14:23:19,13,B001,5
O088837,2024-04-26,15:37:10,49,B001,7
O088840,2024-01-13,11:21:17,20,B001,2
O088843,2021-03-20,10:29:18,26,B001,7
O088847,2022-12-10,07:28:30,44,B001,8
O088853,2019-08-17,12:01:39,3,B001,5
O088857,2023-11-21,13:02:26,9,B001,5
O088859,2017-09-04,10:34:35,45,B001,9
O088862,2017-04-13,16:47:33,47,B001,8
O088864,2018-07-11,10:29:16,41,B001,6
O088865,2024-08-10,15:21:12,25,B001,5
O088867,2022-07-29,17:22:27,44,B001,9
O088869,2019-12-19,18:02:00,8,B001,5
O088872,2024-11-13,16:06:50,11,B001,3
O088873,2004-07-13,18:04:47,19,B001,3
O088878,2023-04-05,18:45:13,10,B001,5
O088879,2020-02-16,10:14:32,41,B001,7
O088887,2024-05-14,17:11:09,4,B001,2
O088898,2007-10-01,14:50:22,40,B001,8
O088901,2023-01-26,12:55:55,3,B001,5
O088903,2009-11-26,10:19:11,11,B001,4
O088905,2023-07-10,07:12:10,4,B001,4
O088906,2016-07-19,14:16:53,33,B001,7
O088908,2024-06-15,10:56:48,27,B001,10
O088909,2009-10-10,09:49:01,28,B001,9
O088916,2013-10-03,13:01:15,44,B001,7
O088921,2022-08-29,07:20:25,2,B001,1
O088922,2022-04-19,18:50:12,40,B001,10
O088925,2016-05-05,13:00:23,4,B001,2
O088928,2023-07-05,13:42:31,33,B001,9
O088930,2020-04-27,11:48:32,49,B001,9
O088936,2019-07-12,11:39:56,41,B001,6
O088937,2023-01-21,13:01:27,39,B001,9
O088938,2022-08-05,17:33:03,10,B001,4
