DORDER_ID,TIME_DELIVERY,DATE_DELIVERY
O075036,15:30:40,2019-07-29
O075038,08:55:23,2024-10-15
O075039,09:10:25,2013-03-31
O075040,11:42:42,2024-11-12
O075041,17:12:51,2024-03-15
O075042,08:16:20,2024-09-05
O075045,10:11:42,2019-11-13
O075056,18:47:15,2021-09-22
O075058,09:36:46,2013-07-09
O075061,11:42:33,2023-11-02
O075064,18:18:56,2001-05-15
O075065,07:21:36,2022-01-19
O075073,16:26:01,2003-11-05
O075080,08:03:56,2016-09-29
O075081,14:24:13,2023-05-01
O075085,06:39:43,2014-05-12
O075092,17:22:02,2023-01-03
O075100,18:02:45,2024-05-12
O075102,17:23:22,2021-11-17
O075105,11:28:47,2011-10-23
O075107,09:58:32,2019-06-14
O075109,17:00:15,2000-01-15
O075117,17:57:28,2021-12-18
O075119,18:32:53,2022-05-03
O075123,08:49:15,2022-08-31
O075128,11:21:57,2019-10-31
O075130,10:27:52,2016-11-01
O075132,17:07:21,2024-11-23
O075135,13:01:19,2009-03-22
O075138,10:31:10,2021-09-20
O075142,15:18:11,2021-10-09
O075143,12:40:14,2022-07-04
O075145,10:32:57,2022-03-11
O075149,13:21:52,2014-06-14
O075161,10:49:13,2024-05-05
O075162,07:44:41,2017-02-06
O075163,08:58:54,2023-07-25
O075164,17:22:56,2018-06-25
O075172,17:42:25,2020-11-10
O075175,11:41:56,2024-06-29
O075181,16:50:39,2013-12-03
O075182,18:20:06,2003-10-23
O075188,12:35:53,2016-10-08
O075190,07:14:16,2012-12-30
O075193,11:29:44,2018-05-19
O075194,11:52:31,2024-02-19
O075195,13:52:24,2021-03-26
O075196,11:40:19,2013-01-31
O075197,08:24:26,2018-05-29
O075198,10:41:57,2023-01-27
O075201,11:28:34,2001-11-02
O075207,18:45:02,2011-05-05
O075213,10:43:27,2024-01-24
O075215,18:24:49,2019-01-21
O075216,09:34:06,2022-10-02
O075221,08:21:11,2003-04-18
O075222,14:05:30,2022-08-05
O075224,12:28:14,2017-06-06
O075226,09:28:50,2024-12-16
O075232,11:05:25,2021-02-17
O075233,10:34:20,2022-03-06
O075240,09:00:38,2023-06-08
O075250,10:32:15,2022-06-24
O075254,16:50:37,2017-10-27
O075258,13:58:41,2015-03-29
O075259,14:21:25,2016-01-05
O075261,09:23:10,2023-11-07
O075267,08:52:56,2024-06-28
O075269,07:58:21,2023-08-02
O075272,13:02:08,2013-06-05
O075277,18:18:37,2024-07-12
O075292,13:58:59,2019-02-05
O075294,17:43:23,2023-10-13
O075301,09:27:47,2022-03-14
O075303,07:43:42,2024-10-19
O075304,10:22:11,2019-07-19
O075305,09:26:46,2022-01-13
O075307,06:52:08,2021-04-19
O075309,07:32:43,2013-01-06
O075310,17:01:39,2024-05-12
O075312,12:45:23,2017-10-18
O075317,16:44:21,2024-03-24
O075322,15:10:59,2012-12-08
O075327,11:17:05,2019-03-14
O075328,08:35:50,2022-07-24
O075330,07:40:30,2020-05-10
O075334,10:22:06,2022-06-04
O075335,08:36:03,2019-10-19
O075338,07:18:00,2013-06-06
O075340,10:01:07,2021-07-12
O075343,09:23:45,2024-12-08
O075346,17:33:34,2023-07-25
O075347,07:51:33,2021-10-04
O075352,07:11:55,2024-02-15
O075355,14:58:26,2023-11-26
O075356,08:37:04,2022-07-20
O075357,09:09:01,2024-06-16
O075361,09:45:39,2024-07-23
O075365,16:37:41,2024-03-31
O075366,17:39:01,2022-04-20
O075367,14:34:53,2011-10-21
O075368,10:32:46,2023-05-21
O075372,10:06:29,2020-06-08
O075373,17:30:45,2017-03-31
O075377,09:48:38,2015-09-24
O075379,13:41:39,2019-07-29
O075380,17:46:24,2019-10-10
O075381,16:33:40,2022-09-13
O075383,12:08:43,2021-12-26
O075384,12:44:23,2013-07-09
O075388,12:34:54,2024-02-18
O075389,13:03:34,2023-12-10
O075391,12:34:49,2022-02-14
O075392,18:03:51,2015-06-17
O075395,09:27:47,2024-11-07
O075398,07:57:38,2022-08-26
O075400,16:37:00,2020-04-20
O075408,17:30:36,2004-01-01
O075412,17:45:39,2011-08-05
O075414,16:57:12,2024-10-16
O075415,16:13:05,2022-06-10
O075421,08:23:15,2020-10-18
O075422,14:30:27,2006-01-03
O075427,10:12:37,2024-03-24
O075428,08:47:54,2024-12-07
O075431,10:37:28,2024-06-18
O075437,14:04:42,2003-01-21
O075440,09:23:56,2013-10-01
O075443,18:48:46,2024-04-23
O075446,06:55:39,2024-05-24
O075449,09:44:01,2014-04-17
O075450,17:44:02,2023-03-04
O075451,16:17:51,2014-10-18
O075452,16:08:16,2023-03-20
O075457,12:40:53,2020-11-16
O075458,14:42:17,2023-08-03
O075463,15:27:14,2023-11-09
O075469,12:31:55,2004-09-21
O075470,08:23:05,2016-09-12
O075471,16:10:39,2018-11-08
O075476,11:44:37,2020-12-09
O075483,09:43:50,2021-02-27
O075484,15:45:20,2022-07-17
O075487,08:56:49,2015-10-03
O075493,16:03:42,2022-05-03
O075494,12:35:02,2019-05-11
O075495,17:21:09,2021-11-25
O075498,15:49:33,2022-03-23
O075499,17:32:36,2023-07-09
O075505,11:48:03,2024-01-29
O075509,13:37:44,2015-12-01
O075511,14:31:11,2022-01-12
O075512,10:58:20,2005-09-14
O075513,10:16:20,2011-01-17
O075517,14:28:41,2010-01-15
O075518,13:27:57,2021-04-17
O075519,10:32:15,2022-12-08
O075522,12:15:50,2024-09-09
O075526,14:37:53,2015-09-09
O075528,16:43:30,2022-01-05
O075529,15:05:11,2015-03-15
O075533,06:30:54,2024-08-28
O075540,07:53:30,2023-12-10
O075546,09:09:19,2023-10-29
O075547,09:01:48,2021-11-02
O075555,16:04:49,2024-12-17
O075557,12:16:40,2018-08-16
O075558,07:42:13,2023-12-26
O075562,07:51:15,2020-03-19
O075564,07:50:42,2023-05-26
O075565,12:55:57,2015-05-06
O075568,13:34:18,2003-12-25
O075570,09:16:37,2014-05-21
O075571,10:31:52,2023-02-22
O075574,07:21:53,2021-09-10
O075575,11:11:30,2017-02-27
O075580,16:51:42,2024-04-01
O075581,13:09:46,2024-05-19
O075585,11:27:30,2024-05-23
O075599,16:24:06,2022-04-24
O075601,18:47:52,2024-11-09
O075610,15:54:31,2021-06-17
O075612,15:39:32,2024-06-30
O075618,08:45:33,2012-12-04
O075619,06:44:54,2020-12-29
O075620,08:01:45,2020-05-30
O075623,18:42:08,2024-08-15
O075625,18:03:36,2019-07-15
O075626,14:30:35,2020-10-20
O075629,10:53:54,2019-11-04
O075633,07:42:36,2015-01-12
O075634,06:51:57,2024-07-18
O075638,11:00:18,2013-04-14
O075639,15:07:23,2022-06-30
O075642,13:15:47,2017-09-17
O075643,12:19:21,2009-12-29
O075644,15:20:55,1999-11-11
O075646,15:33:27,2018-10-10
O075650,11:49:08,2010-05-27
O075651,09:06:58,2010-09-26
O075653,09:53:45,2021-01-22
O075658,17:55:38,2022-05-22
O075661,14:05:24,2017-11-27
O075663,12:23:05,2020-12-25
O075673,15:15:43,2020-10-10
O075674,13:54:06,2020-03-11
O075678,09:32:54,2021-09-29
O075679,14:06:20,2024-06-09
O075681,06:57:52,2021-03-12
O075683,11:25:34,2023-11-01
O075687,08:45:09,2018-01-26
O075689,17:02:46,2024-09-18
O075694,10:14:47,2019-05-13
O075695,07:27:35,2016-04-02
O075696,16:39:48,2024-08-19
O075697,10:11:50,2021-02-09
O075703,08:57:12,2014-06-11
O075709,07:19:14,2021-08-10
O075710,13:11:00,2019-03-17
O075716,15:17:50,2022-12-07
O075726,08:42:14,2022-04-15
O075727,16:58:09,2017-10-06
O075730,16:36:19,2016-11-09
O075740,16:48:50,2002-11-01
O075747,08:45:42,2019-01-12
O075748,08:54:38,2023-08-24
O075750,16:48:36,2020-07-30
O075751,08:09:10,2021-03-16
O075755,17:27:27,2022-02-15
O075758,14:18:30,2018-07-26
O075763,09:53:54,2023-08-28
O075765,11:37:33,2002-07-25
O075767,08:30:32,2022-01-22
O075769,11:42:01,2019-07-03
O075774,06:57:31,2022-11-01
O075777,17:35:25,2018-06-27
O075781,12:22:15,2024-11-17
O075785,13:47:22,2023-09-10
O075791,18:57:49,2018-09-02
O075792,09:00:38,2021-11-14
O075793,17:08:15,2022-12-01
O075807,09:51:51,2020-05-26
O075808,17:43:33,2021-11-17
O075809,18:01:41,2017-01-12
O075810,13:21:08,2012-05-05
O075813,16:58:17,2024-04-03
O075819,10:46:04,2008-03-27
O075820,16:52:50,2013-07-15
O075821,09:37:13,2023-03-15
O075826,14:17:40,2020-11-24
O075836,08:44:53,2015-11-11
O075837,11:17:22,2013-08-13
O075838,15:44:19,2014-09-19
O075840,07:57:46,2024-10-07
O075842,12:25:42,2021-08-03
O075843,11:14:19,2023-02-08
O075846,09:38:53,2018-05-31
O075847,15:58:44,2024-11-24
O075848,06:59:45,2021-07-09
O075849,07:11:27,2024-05-18
O075850,10:19:32,2011-06-21
O075851,14:23:58,2020-11-25
O075854,08:19:27,2019-07-05
O075856,08:54:57,2019-05-07
O075860,15:52:34,2016-06-26
O075868,11:52:32,2022-04-20
O075869,06:53:45,2021-04-13
O075871,16:07:30,2009-07-04
O075872,12:56:34,2013-12-27
O075874,15:10:10,2023-06-08
O075880,08:20:21,2020-08-21
O075881,13:01:05,2021-02-17
O075882,10:32:15,2004-03-28
O075886,10:54:11,2022-07-27
O075887,09:19:20,2011-07-16
O075889,11:10:12,2007-04-23
O075895,14:13:39,2021-11-17
O075896,12:54:54,2017-06-02
O075899,11:44:59,2023-03-30
O075902,16:13:11,2023-02-26
O075906,15:13:35,2024-01-05
O075907,08:01:20,2020-01-13
O075908,11:01:36,2021-11-20
O075912,11:29:31,2024-05-27
O075916,17:28:15,2022-04-24
O075927,14:38:33,2016-09-11
O075930,15:29:34,2001-03-11
O075932,14:57:27,2014-05-30
O075940,17:18:42,2009-09-12
O075942,13:12:37,2011-08-29
O075946,15:57:19,2013-07-07
O075947,09:27:07,2011-06-25
O075948,13:04:54,2021-05-27
O075949,11:06:33,2012-10-12
O075951,09:34:01,2024-02-22
O075953,16:13:12,2024-02-29
O075956,09:04:19,2020-01-04
O075957,14:35:44,2021-06-14
O075960,10:37:49,2011-10-30
O075962,12:04:05,2020-12-25
O075965,10:47:06,2024-11-18
O075969,14:52:09,2023-02-15
O075972,11:03:50,2020-02-14
O075977,06:41:04,2023-05-15
O075978,06:55:56,2020-12-19
O075982,09:41:59,2015-11-10
O075983,16:30:24,1999-03-07
O075988,10:39:01,2023-08-01
O075995,14:23:31,2018-06-20
O075998,09:46:59,2013-01-03
O076001,09:24:56,2010-02-01
O076006,07:12:41,2024-07-01
O076008,07:49:47,2012-09-20
O076012,06:57:03,2005-06-27
O076015,07:46:54,2018-04-11
O076019,14:26:53,2021-07-16
O076022,07:30:18,2024-11-28
O076023,06:34:31,2024-11-08
O076028,13:23:55,2023-08-08
O076029,07:26:08,2004-02-12
O076031,13:52:31,2019-11-06
O076032,17:23:14,2008-11-26
O076034,14:41:35,2015-02-23
O076035,16:03:28,2020-05-12
O076036,17:28:11,2022-10-24
O076043,16:52:53,2018-01-03
O076044,15:30:14,2013-03-01
O076045,17:00:45,2009-12-27
O076051,14:18:58,2023-11-07
O076052,16:02:15,2019-06-29
O076053,06:41:34,2016-04-24
O076054,11:40:52,2024-04-19
O076058,18:23:41,1998-09-11
O076062,12:35:53,2009-02-18
O076063,17:52:14,2024-07-06
O076066,13:01:12,2022-10-18
O076069,08:03:36,2022-10-30
O076070,07:51:08,2023-11-09
O076072,10:20:54,2024-06-11
O076075,18:19:47,2015-08-01
O076076,12:43:39,2020-03-27
O076080,09:13:31,2013-01-25
O076083,16:35:38,2024-03-21
O076087,18:30:39,2024-07-07
O076092,11:51:34,2024-02-20
O076096,10:53:47,2023-04-10
O076098,12:29:59,2022-12-11
O076101,14:04:38,2023-11-04
O076103,11:06:23,2013-09-06
O076104,18:12:23,2018-11-03
O076106,07:04:26,2020-01-26
O076107,18:08:42,2023-02-26
O076111,15:25:53,2023-07-22
O076112,16:11:45,2002-03-25
O076115,07:18:28,2023-02-05
O076121,14:13:57,2024-10-15
O076122,10:13:22,2002-10-25
O076126,07:44:18,2018-07-20
O076129,17:55:14,2023-04-05
O076135,14:03:38,2021-06-28
O076139,14:09:15,2024-08-31
O076142,08:36:37,2024-12-18
O076149,15:00:53,2007-06-19
O076150,13:26:21,2023-01-14
O076157,18:31:59,2022-09-07
O076164,16:53:58,2018-07-16
O076169,13:36:28,2023-03-10
O076171,11:35:24,2021-11-04
O076172,18:13:40,2019-05-24
O076174,13:09:31,2016-07-28
O076179,17:23:20,2022-04-26
O076180,10:40:59,2010-03-07
O076181,11:33:25,2024-04-23
O076185,08:55:15,2021-12-10
O076186,16:24:32,2017-08-17
O076187,14:17:47,2021-07-13
O076194,07:32:08,2019-11-02
O076196,18:33:50,2011-04-22
O076197,07:35:09,2022-11-17
O076198,12:22:07,2024-04-01
O076200,14:12:13,2018-03-12
O076207,14:56:16,2008-04-03
O076209,07:04:39,2022-09-14
O076210,10:40:12,2022-10-20
O076213,12:24:59,2020-04-23
O076216,07:44:58,2008-02-06
O076219,14:00:46,2021-01-31
O076221,18:07:13,2021-04-21
O076227,12:08:58,2019-01-03
O076228,13:59:46,2024-06-09
O076229,07:20:09,2020-07-23
O076231,15:34:48,2024-08-13
O076232,12:20:44,2022-08-22
O076233,11:58:53,2023-11-24
O076234,12:04:39,2018-12-16
O076236,12:40:11,2024-06-02
O076238,18:20:06,2021-10-25
O076241,15:49:24,2023-09-23
O076243,18:14:55,2023-01-04
O076248,17:32:43,2014-05-06
O076250,13:47:33,2011-12-03
O076254,16:13:21,2022-12-03
O076256,16:02:47,2004-10-29
O076259,09:00:20,2015-04-19
O076260,17:14:26,2017-01-17
O076262,10:47:52,2008-12-26
O076264,15:57:56,2010-01-25
O076268,15:47:03,2018-03-17
O076270,12:20:43,2004-01-11
O076271,11:02:42,2021-07-30
O076273,12:06:35,2020-04-03
O076274,08:50:53,2023-11-02
O076276,15:37:54,2022-05-29
O076280,17:00:18,2024-12-10
O076283,10:13:11,2016-07-26
O076289,12:33:23,2020-07-03
O076292,15:44:57,2024-12-04
O076295,09:03:41,2023-09-05
O076303,12:44:00,2021-10-11
O076305,14:46:58,2021-02-18
O076306,06:38:08,2024-08-02
O076311,13:49:17,2017-05-08
O076314,15:25:19,2024-05-21
O076319,15:02:37,2007-05-02
O076324,13:45:00,2001-07-23
O076329,17:56:38,2016-07-04
O076332,13:56:24,2023-12-16
O076335,15:29:45,2021-03-08
O076338,12:15:39,2009-07-28
O076339,16:56:02,2020-11-12
O076343,07:55:39,2024-01-11
O076344,08:32:30,2015-07-14
O076348,13:14:10,2017-02-24
O076349,13:54:25,2023-11-08
O076352,12:53:33,2019-05-26
O076354,08:49:19,2021-09-13
O076357,17:54:31,2024-05-16
O076359,06:45:09,2009-12-15
O076361,07:22:46,2017-05-16
O076362,13:51:47,2021-11-18
O076363,11:02:06,2023-03-10
O076364,08:14:49,2011-10-25
O076368,09:36:50,2020-06-15
O076369,17:20:05,2018-07-10
O076371,12:32:57,2021-11-23
O076373,13:36:16,2024-10-21
O076374,18:17:30,2015-06-14
O076376,17:55:05,2006-05-12
O076378,08:57:01,2018-07-30
O076382,18:02:55,2017-07-08
O076383,12:33:31,2022-02-22
O076384,10:15:27,2009-02-27
O076388,09:23:46,2022-09-11
O076391,09:03:31,2022-02-09
O076399,08:00:03,2024-06-12
O076400,15:16:18,2018-12-13
O076403,11:52:24,2024-05-18
O076405,16:00:16,2018-03-04
O076409,06:56:19,2024-09-24
O076412,07:48:47,2022-08-12
O076415,13:16:49,2018-09-01
O076418,07:53:33,2017-12-10
O076423,16:36:24,2000-08-29
O076428,07:54:44,2018-07-05
O076430,08:29:14,2019-12-24
O076443,07:04:58,2023-07-21
O076444,08:33:47,2023-06-06
O076446,13:43:31,2014-11-11
O076448,18:15:06,2020-11-08
O076456,13:46:37,2021-02-22
O076457,15:33:45,2020-04-08
O076459,17:20:04,2017-06-16
O076471,09:42:58,2024-01-27
O076473,13:34:16,2022-03-06
O076474,17:31:00,2009-05-23
O076475,14:45:23,1998-05-01
O076476,10:41:30,2020-10-30
O076478,18:14:12,2014-07-20
O076483,14:28:37,2024-09-29
O076486,13:39:16,2021-09-14
O076492,07:00:03,2024-11-14
O076496,10:33:40,2021-08-28
O076499,15:38:36,2002-11-09
O076503,08:09:08,2019-05-26
O076504,14:22:20,2024-10-27
O076505,13:24:15,2018-05-11
O076507,16:42:47,2023-01-28
O076517,08:26:07,2016-03-26
O076519,14:46:30,2014-02-16
O076533,11:38:35,2021-07-23
O076536,11:40:12,2016-03-03
O076540,13:33:36,2017-01-12
O076545,07:46:32,2024-11-04
O076555,16:39:17,2010-12-21
O076556,16:01:35,2017-03-12
O076563,08:48:11,2021-12-07
O076567,08:09:13,2010-11-04
O076569,12:06:32,2021-08-24
O076570,15:08:50,2024-01-06
O076573,15:51:21,2021-01-19
O076574,15:35:28,2013-08-21
O076577,14:09:53,2001-12-15
O076579,10:13:25,2023-05-19
O076583,18:06:10,2014-06-13
O076588,06:46:02,2024-11-19
O076591,06:54:48,2022-11-20
O076601,12:33:12,2024-11-15
O076604,07:30:02,2020-07-19
O076607,18:34:19,2010-04-25
O076608,12:30:40,2021-06-30
O076615,10:45:53,2021-06-01
O076624,08:28:10,2021-06-12
O076625,14:13:21,2024-12-06
O076627,07:30:32,2018-11-07
O076628,14:04:28,2007-05-06
O076629,15:09:06,2024-06-25
O076634,07:35:32,2024-09-14
O076636,10:46:42,2018-11-14
O076641,18:31:12,2024-03-04
O076643,11:46:45,2024-07-31
O076649,10:40:56,2024-04-02
O076660,17:56:42,2021-02-03
O076661,18:20:33,2016-09-17
O076665,10:31:21,2012-03-14
O076667,13:34:12,2022-10-09
O076668,10:41:29,2018-06-04
O076670,10:27:55,2023-01-26
O076672,16:42:56,2019-06-20
O076673,12:08:46,2018-02-07
O076680,14:23:39,2024-11-19
O076690,15:29:13,2014-09-11
O076694,09:22:46,2009-01-04
O076695,12:38:19,2022-04-11
O076697,08:00:46,2014-12-31
O076700,15:01:00,2022-03-03
O076704,16:18:03,2018-02-01
O076706,18:15:22,2018-08-05
O076707,09:38:31,2003-09-10
O076710,09:43:17,2016-08-06
O076712,12:26:26,2013-05-01
O076715,18:47:05,2023-12-31
O076717,06:38:46,2024-05-13
O076721,16:02:39,2019-06-01
O076722,17:18:36,2013-09-08
O076724,10:08:29,2013-12-03
O076726,15:03:59,2017-11-06
O076727,15:38:24,2022-01-03
O076734,16:20:22,2008-06-07
O076735,12:45:34,2024-10-25
O076737,07:16:32,2023-07-30
O076740,08:06:21,2011-01-04
O076741,14:10:03,2009-12-04
O076743,11:26:28,2019-06-05
O076745,13:06:41,2019-07-11
O076746,10:49:07,2023-02-16
O076747,11:29:00,2024-08-15
O076749,17:25:10,2022-02-20
O076751,10:41:19,2024-08-26
O076755,18:32:29,2021-01-31
O076769,18:36:48,2016-04-11
O076773,08:30:10,2016-09-15
O076775,17:11:12,2014-02-22
O076777,12:26:19,2022-03-21
O076778,18:31:20,2014-06-24
O076779,15:39:23,2023-08-05
O076781,18:32:44,2008-08-04
O076782,12:34:30,2020-12-25
O076783,13:30:06,2021-03-14
O076787,18:21:17,2002-07-04
O076789,07:36:10,2020-03-09
O076793,09:57:52,2023-03-06
O076801,06:48:50,2024-11-24
O076804,06:57:22,2024-01-18
O076806,17:04:55,2022-02-11
O076807,18:41:56,2024-07-24
O076809,18:15:53,2022-04-13
O076812,07:48:23,2013-01-11
O076815,17:16:23,2024-02-08
O076816,15:07:16,2024-03-11
O076818,07:54:58,2012-12-02
O076819,13:33:14,2020-08-14
O076820,15:48:55,2023-05-08
O076824,08:26:14,2024-06-15
O076827,18:16:31,2023-04-03
O076829,10:03:35,2024-06-04
O076837,18:27:17,2024-10-02
O076838,14:00:08,2023-05-28
O076840,08:40:10,2009-02-26
O076841,08:44:17,2015-02-02
O076843,11:52:37,2023-10-16
O076846,16:52:08,2019-02-09
O076847,16:31:13,2015-09-03
O076848,07:38:39,2022-06-20
O076853,17:01:31,2012-10-05
O076854,13:58:31,2024-12-07
O076858,18:32:45,2022-09-17
O076861,16:48:18,2003-11-09
O076863,07:01:44,2024-06-02
O076865,16:18:13,2022-11-19
O076870,09:05:49,2015-02-20
O076871,17:14:14,2014-10-30
O076872,08:20:41,2022-12-22
O076873,08:58:20,2023-04-01
O076875,07:22:51,2017-03-20
O076881,10:58:42,2021-02-13
O076882,11:03:50,2021-12-08
O076885,08:02:48,2010-06-30
O076886,17:14:35,2010-06-13
O076896,10:42:33,2021-03-05
O076904,07:29:22,2008-05-08
O076905,10:24:14,2002-12-18
O076906,10:54:43,2015-06-05
O076907,14:12:37,2024-09-16
O076909,08:27:07,2013-03-08
O076912,13:27:16,2016-01-25
O076913,16:09:46,2024-11-19
O076914,14:20:12,2016-05-17
O076919,09:36:55,2024-10-14
O076920,17:48:35,2023-12-20
O076921,09:36:38,2020-12-10
O076923,09:09:53,2024-02-10
O076927,13:51:31,2018-05-22
O076928,10:27:32,2021-10-18
O076929,16:28:24,2020-07-12
O076930,15:51:36,2024-10-16
O076931,07:40:47,2012-05-15
O076933,12:24:16,2023-12-16
O076934,14:22:17,2024-06-03
O076937,11:05:28,2023-09-06
O076938,16:41:45,2003-10-08
O076940,18:38:05,2021-09-27
O076942,12:47:23,2001-10-23
O076943,18:17:45,2019-06-16
O076946,08:39:33,2024-02-20
O076949,12:19:02,2003-11-09
O076950,10:37:17,2021-11-08
O076951,08:37:36,2020-02-10
O076954,07:08:51,2021-06-02
O076955,10:48:27,2022-12-26
O076957,15:53:43,2023-01-17
O076958,09:40:09,2020-08-31
O076960,10:36:56,2015-03-22
O076964,08:06:21,2018-09-26
O076965,10:49:41,2024-06-26
O076966,12:28:48,2022-06-27
O076968,14:56:54,2022-08-28
O076969,14:42:47,2005-03-04
O076970,16:25:09,2010-04-21
O076971,17:03:51,2021-05-10
O076972,07:40:36,2014-06-19
O076979,16:41:08,2017-03-05
O076980,14:16:48,2014-07-06
O076981,13:25:58,2018-06-07
O076982,12:56:28,2001-07-09
O076984,14:06:07,2023-01-30
O076991,14:41:58,2010-08-17
O076993,12:27:58,2004-07-01
O076994,14:48:38,2024-04-22
O077003,12:16:55,2022-06-09
O077004,16:28:25,2022-02-06
O077006,16:47:58,2022-02-24
O077009,11:54:11,2023-12-13
O077010,13:44:53,2022-03-06
O077011,10:33:48,2021-06-09
O077013,09:21:47,2020-05-03
O077014,18:34:17,2021-09-17
O077016,12:17:53,2020-04-22
O077017,16:41:31,2012-07-27
O077018,18:45:30,2024-06-11
O077026,08:44:00,2024-07-25
O077027,09:52:31,2023-01-19
O077032,12:49:51,2023-03-12
O077034,11:11:09,2023-10-13
O077042,13:12:46,2023-09-04
O077046,16:04:46,2021-06-28
O077051,08:26:45,2011-11-15
O077055,09:36:16,2011-12-08
O077058,08:14:44,2020-10-30
O077060,15:34:04,2024-07-22
O077061,14:44:12,2017-10-29
O077064,13:30:41,2012-04-07
O077066,08:10:17,2022-12-11
O077068,17:41:47,2022-05-14
O077069,12:03:33,2016-07-31
O077073,08:36:34,2023-06-20
O077074,16:18:41,2022-10-14
O077077,18:25:39,2018-10-16
O077078,10:56:14,2018-07-23
O077081,14:58:12,2017-03-09
O077082,17:43:04,2024-10-31
O077084,08:22:19,2000-08-09
O077086,11:49:52,2022-12-02
O077090,15:49:27,2016-10-13
O077096,11:33:59,2016-02-02
O077099,16:53:03,2023-01-20
O077100,10:31:32,2013-05-20
O077107,15:26:33,2024-12-17
O077111,15:40:02,2024-08-09
O077114,18:43:33,2011-02-15
O077116,12:06:23,2013-03-30
O077119,09:41:46,2016-04-04
O077122,14:32:32,2003-08-26
O077123,10:51:22,2019-08-03
O077125,17:13:40,2024-12-06
O077128,08:38:28,2016-05-19
O077129,17:27:21,2021-01-02
O077130,10:13:36,2021-01-14
O077131,08:15:07,2024-03-30
O077137,10:48:12,2023-12-02
O077138,16:30:18,2018-04-11
O077143,15:31:44,2020-11-28
O077145,15:38:14,2020-09-07
O077147,15:31:26,2024-12-10
O077153,17:09:46,2024-11-20
O077154,15:32:15,1997-12-20
O077160,13:18:32,2011-03-09
O077164,13:38:48,2008-06-08
O077165,09:04:46,2023-03-26
O077166,13:37:45,2024-07-03
O077167,09:09:53,2013-06-18
O077168,11:20:06,2024-02-14
O077169,08:23:52,2019-01-07
O077170,09:12:25,2014-11-13
O077172,16:45:40,2019-05-12
O077175,16:22:32,2023-03-09
O077178,09:33:44,2014-05-26
O077181,08:09:34,2016-08-22
O077185,15:12:06,2004-10-13
O077186,13:06:47,2020-02-02
O077195,12:31:31,2014-01-12
O077200,16:48:52,2024-06-12
O077209,17:18:26,2014-11-04
O077211,17:17:51,2012-09-21
O077213,07:45:33,2021-09-19
O077218,09:56:45,2024-10-11
O077222,09:06:37,2024-10-22
O077223,13:15:04,2013-01-05
O077224,12:24:12,2023-06-28
O077225,14:09:22,2023-10-15
O077228,18:14:04,2018-05-07
O077230,10:59:44,2018-09-02
O077233,14:14:16,2002-05-09
O077238,18:20:13,2018-12-13
O077239,15:40:26,2021-05-02
O077241,12:22:30,2020-06-11
O077243,08:38:09,2024-11-26
O077247,13:24:43,2022-12-19
O077250,18:49:29,2016-05-02
O077251,08:41:30,2018-07-13
O077254,11:14:45,2022-03-08
O077256,12:41:16,2009-03-19
O077259,07:25:20,2022-07-09
O077260,10:47:47,2012-10-13
O077262,17:36:09,2021-11-28
O077263,13:01:54,2013-03-10
O077265,14:47:00,2023-12-28
O077267,15:16:48,2022-12-21
O077276,17:45:56,2016-11-23
O077277,08:08:05,2020-09-02
O077278,14:59:33,2017-12-07
O077281,13:52:13,2023-11-09
O077287,07:58:17,2008-08-04
O077291,10:50:16,2014-09-01
O077294,07:07:55,2022-10-15
O077295,18:40:09,2018-11-10
O077297,14:19:49,2024-03-06
O077298,17:38:46,2023-08-25
O077303,18:06:43,2019-03-24
O077304,14:25:13,2022-01-01
O077307,09:21:37,2014-08-07
O077308,12:11:31,2023-08-15
O077312,08:11:45,2024-10-30
O077315,07:46:54,2023-06-29
O077317,13:24:19,2024-03-27
O077318,11:22:27,2019-11-06
O077321,12:52:37,2023-12-09
O077322,11:07:53,2024-07-21
O077323,10:26:56,2021-12-09
O077324,14:59:47,2020-03-01
O077325,08:31:41,2020-06-19
O077328,18:24:05,2024-11-09
O077329,11:10:01,2023-11-25
O077331,08:12:23,2023-01-29
O077334,14:37:48,2018-10-07
O077337,07:34:11,2007-01-04
O077338,07:50:33,2018-01-03
O077340,15:52:27,2004-01-14
O077341,15:57:33,2007-02-13
O077342,11:08:05,2022-09-02
O077343,11:27:05,2003-08-05
O077344,16:02:58,2008-01-19
O077346,10:35:07,2004-08-16
O077347,10:00:09,2020-09-14
O077348,06:40:52,2024-07-30
O077351,12:29:04,2024-03-11
O077353,16:56:05,2007-09-28
O077356,15:06:24,2019-04-17
O077357,15:47:50,2024-12-09
O077359,10:08:02,2021-01-15
O077363,14:36:15,2019-08-31
O077367,18:43:16,2018-02-21
O077368,15:22:46,2017-05-20
O077371,18:28:41,2016-07-19
O077374,09:15:59,2020-02-08
O077380,06:47:30,2014-11-20
O077382,17:20:47,2023-08-20
O077390,15:08:27,2024-08-11
O077392,13:14:48,2016-11-10
O077393,08:38:09,2018-11-19
O077397,10:35:29,2022-01-13
O077403,17:27:16,2023-08-20
O077414,17:08:22,2019-08-09
O077415,13:09:18,2015-01-31
O077422,07:57:34,2018-03-03
O077427,11:00:07,2024-05-01
O077428,14:28:21,2024-03-28
O077436,15:18:30,2015-10-06
O077438,09:38:13,2016-08-22
O077442,15:18:00,2023-03-28
O077443,10:38:50,2008-04-19
O077446,11:36:57,2024-03-03
