ORDER_ID,DISH_ID,QUANTITY
O068458,D187,1
O068459,D190,5
O068460,D093,7
O068461,D188,9
O068462,D153,4
O068463,D067,2
O068464,D037,3
O068465,D159,5
O068466,D001,7
O068467,D091,2
O068468,D137,10
O068469,D165,4
O068470,D009,3
O068471,D164,6
O068472,D081,9
O068473,D125,6
O068474,D099,8
O068475,D009,2
O068476,D028,10
O068477,D160,4
O068478,D028,7
O068479,D094,4
O068480,D062,1
O068481,D139,8
O068482,D151,8
O068483,D013,7
O068484,D054,8
O068485,D047,8
O068486,D138,8
O068487,D131,3
O068488,D136,4
O068489,D107,10
O068490,D009,5
O068491,D081,3
O068492,D056,7
O068493,D002,9
O068494,D039,9
O068495,D171,6
O068496,D147,8
O068497,D064,8
O068498,D020,10
O068499,D156,6
O068500,D017,6
O068501,D071,1
O068502,D178,1
O068503,D106,2
O068504,D046,8
O068505,D146,10
O068506,D102,6
O068507,D146,4
O068508,D179,2
O068509,D046,10
O068510,D151,6
O068511,D098,6
O068512,D199,10
O068513,D083,6
O068514,D136,6
O068515,D012,5
O068516,D100,8
O068517,D170,10
O068518,D045,5
O068519,D022,2
O068520,D166,6
O068521,D144,9
O068522,D083,5
O068523,D168,5
O068524,D100,3
O068525,D027,8
O068526,D084,1
O068527,D141,2
O068528,D108,6
O068529,D028,8
O068530,D153,7
O068531,D156,6
O068532,D080,4
O068533,D066,1
O068534,D032,6
O068535,D195,1
O068536,D188,9
O068537,D074,9
O068538,D014,9
O068539,D133,10
O068540,D057,9
O068541,D013,1
O068542,D102,1
O068543,D066,9
O068544,D059,10
O068545,D120,7
O068546,D154,7
O068547,D145,7
O068548,D162,5
O068549,D133,10
O068550,D115,4
O068551,D070,6
O068552,D067,3
O068553,D040,8
O068554,D032,9
O068555,D092,7
O068556,D154,5
O068557,D147,9
O068558,D162,1
O068559,D130,6
O068560,D050,3
O068561,D084,1
O068562,D106,6
O068563,D027,6
O068564,D005,1
O068565,D191,1
O068566,D017,9
O068567,D178,3
O068568,D023,7
O068569,D019,6
O068570,D017,5
O068571,D087,3
O068572,D161,6
O068573,D057,7
O068574,D143,1
O068575,D164,8
O068576,D177,3
O068577,D100,5
O068578,D177,10
O068579,D056,7
O068580,D006,5
O068581,D001,6
O068582,D129,6
O068583,D159,6
O068584,D109,2
O068585,D104,7
O068586,D010,10
O068587,D139,1
O068588,D009,7
O068589,D184,9
O068590,D085,2
O068591,D106,9
O068592,D050,8
O068593,D098,6
O068594,D154,2
O068595,D149,1
O068596,D110,4
O068597,D016,9
O068598,D117,8
O068599,D169,8
O068600,D180,4
O068601,D173,10
O068602,D010,1
O068603,D126,5
O068604,D140,2
O068605,D192,5
O068606,D051,8
O068607,D172,2
O068608,D167,4
O068609,D174,8
O068610,D003,3
O068611,D033,5
O068612,D168,8
O068613,D013,10
O068614,D142,8
O068615,D133,4
O068616,D062,2
O068617,D180,8
O068618,D069,8
O068619,D071,1
O068620,D111,3
O068621,D151,9
O068622,D151,10
O068623,D053,1
O068624,D088,6
O068625,D195,9
O068626,D136,6
O068627,D156,2
O068628,D030,7
O068629,D117,1
O068630,D061,10
O068631,D193,8
O068632,D085,7
O068633,D183,2
O068634,D118,10
O068635,D177,5
O068636,D195,9
O068637,D080,2
O068638,D095,6
O068639,D102,3
O068640,D139,2
O068641,D120,10
O068642,D148,9
O068643,D175,8
O068644,D061,2
O068645,D056,5
O068646,D070,6
O068647,D078,7
O068648,D114,1
O068649,D087,5
O068650,D067,2
O068651,D055,6
O068652,D125,3
O068653,D050,9
O068654,D144,5
O068655,D033,5
O068656,D137,6
O068657,D035,7
O068658,D073,8
O068659,D196,8
O068660,D111,2
O068661,D184,2
O068662,D190,2
O068663,D005,10
O068664,D071,10
O068665,D153,1
O068666,D054,6
O068667,D105,5
O068668,D095,10
O068669,D169,2
O068670,D118,5
O068671,D056,3
O068672,D182,6
O068673,D173,8
O068674,D181,1
O068675,D025,10
O068676,D062,8
O068677,D063,8
O068678,D017,4
O068679,D166,1
O068680,D056,2
O068681,D194,9
O068682,D127,2
O068683,D107,9
O068684,D013,3
O068685,D154,3
O068686,D041,8
O068687,D135,2
O068688,D162,3
O068689,D077,7
O068690,D016,4
O068691,D106,1
O068692,D056,6
O068693,D170,4
O068694,D188,3
O068695,D131,7
O068696,D057,3
O068697,D109,6
O068698,D087,7
O068699,D196,1
O068700,D069,6
O068701,D198,6
O068702,D152,4
O068703,D149,1
O068704,D186,10
O068705,D017,10
O068706,D085,9
O068707,D068,2
O068708,D010,5
O068709,D182,7
O068710,D097,4
O068711,D071,10
O068712,D120,9
O068713,D168,10
O068714,D002,5
O068715,D055,3
O068716,D053,5
O068717,D071,7
O068718,D148,5
O068719,D129,7
O068720,D130,4
O068721,D162,3
O068722,D170,7
O068723,D133,6
O068724,D147,8
O068725,D074,3
O068726,D042,8
O068727,D133,10
O068728,D044,4
O068729,D018,10
O068730,D120,9
O068731,D028,6
O068732,D112,8
O068733,D117,2
O068734,D053,4
O068735,D039,7
O068736,D153,6
O068737,D131,3
O068738,D061,6
O068739,D069,5
O068740,D050,5
O068741,D100,8
O068742,D164,9
O068743,D062,8
O068744,D056,7
O068745,D118,5
O068746,D053,8
O068747,D153,2
O068748,D070,5
O068749,D170,10
O068750,D185,9
O068751,D198,9
O068752,D117,1
O068753,D033,3
O068754,D050,8
O068755,D037,8
O068756,D033,2
O068757,D185,7
O068758,D098,9
O068759,D195,10
O068760,D155,4
O068761,D198,7
O068762,D177,6
O068763,D090,10
O068764,D065,2
O068765,D180,7
O068766,D033,2
O068767,D116,4
O068768,D180,6
O068769,D100,9
O068770,D116,6
O068771,D017,10
O068772,D072,9
O068773,D149,5
O068774,D162,8
O068775,D001,2
O068776,D118,2
O068777,D152,9
O068778,D080,3
O068779,D071,2
O068780,D029,8
O068781,D076,5
O068782,D183,3
O068783,D051,2
O068784,D024,7
O068785,D046,1
O068786,D128,4
O068787,D030,2
O068788,D168,5
O068789,D175,5
O068790,D102,8
O068791,D194,8
O068792,D081,2
O068793,D103,1
O068794,D099,2
O068795,D197,5
O068796,D178,6
O068797,D082,9
O068798,D021,10
O068799,D120,5
O068800,D152,10
O068801,D187,8
O068802,D180,2
O068803,D181,2
O068804,D028,6
O068805,D023,2
O068806,D070,6
O068807,D177,4
O068808,D008,4
O068809,D068,9
O068810,D094,8
O068811,D070,10
O068812,D193,10
O068813,D118,1
O068814,D133,3
O068815,D162,10
O068816,D152,6
O068817,D171,10
O068818,D199,5
O068819,D129,1
O068820,D063,2
O068821,D136,1
O068822,D090,3
O068823,D091,2
O068824,D046,5
O068825,D187,10
O068826,D180,1
O068827,D077,2
O068828,D074,7
O068829,D066,7
O068830,D153,9
O068831,D180,1
O068832,D062,10
O068833,D072,1
O068834,D142,10
O068835,D045,4
O068836,D139,1
O068837,D095,6
O068838,D183,3
O068839,D118,8
O068840,D132,3
O068841,D183,3
O068842,D100,10
O068843,D002,10
O068844,D175,9
O068845,D144,9
O068846,D190,6
O068847,D055,10
O068848,D198,2
O068849,D144,9
O068850,D191,2
O068851,D038,10
O068852,D066,10
O068853,D127,5
O068854,D019,1
O068855,D001,1
O068856,D020,8
O068857,D032,5
O068858,D146,1
O068859,D037,3
O068860,D056,4
O068861,D010,6
O068862,D111,2
O068863,D162,2
O068864,D118,9
O068865,D190,1
O068866,D116,7
O068867,D051,2
O068868,D130,7
O068869,D063,3
O068870,D097,6
O068871,D067,8
O068872,D093,1
O068873,D167,4
O068874,D013,9
O068875,D058,6
O068876,D081,8
O068877,D193,7
O068878,D175,1
O068879,D021,5
O068880,D196,3
O068881,D198,9
O068882,D069,3
O068883,D004,2
O068884,D188,5
O068885,D014,10
O068886,D075,2
O068887,D001,1
O068888,D154,1
O068889,D155,8
O068890,D044,10
O068891,D042,9
O068892,D061,8
O068893,D127,7
O068894,D085,1
O068895,D070,4
O068896,D198,4
O068897,D025,8
O068898,D181,8
O068899,D024,2
O068900,D023,9
O068901,D085,2
O068902,D110,9
O068903,D140,6
O068904,D188,10
O068905,D170,3
O068906,D186,9
O068907,D024,3
O068908,D159,7
O068909,D094,3
O068910,D190,2
O068911,D158,4
O068912,D057,8
O068913,D090,9
O068914,D030,6
O068915,D037,1
O068916,D133,4
O068917,D044,9
O068918,D116,2
O068919,D010,1
O068920,D028,7
O068921,D018,6
O068922,D055,2
O068923,D041,1
O068924,D162,8
O068925,D056,9
O068926,D103,10
O068927,D034,2
O068928,D099,6
O068929,D144,2
O068930,D115,4
O068931,D006,3
O068932,D162,8
O068933,D163,5
O068934,D074,3
O068935,D117,2
O068936,D007,8
O068937,D155,3
O068938,D137,10
O068939,D023,10
O068940,D117,5
O068941,D183,4
O068942,D014,5
O068943,D084,3
O068944,D035,2
O068945,D044,4
O068946,D032,8
O068947,D151,6
O068948,D156,5
O068949,D023,7
O068950,D078,5
O068951,D032,8
O068952,D091,6
O068953,D199,2
O068954,D116,4
O068955,D073,4
O068956,D199,4
O068957,D118,2
O068958,D133,9
O068959,D101,3
O068960,D197,1
O068961,D182,6
O068962,D046,7
O068963,D134,4
O068964,D112,8
O068965,D140,3
O068966,D007,4
O068967,D086,6
O068968,D159,1
O068969,D175,1
O068970,D080,4
O068971,D057,4
O068972,D035,8
O068973,D154,1
O068974,D004,5
O068975,D131,3
O068976,D115,6
O068977,D074,3
O068978,D007,4
O068979,D140,5
O068980,D092,3
O068981,D030,2
O068982,D110,8
O068983,D035,9
O068984,D120,5
O068985,D132,7
O068986,D181,6
O068987,D103,6
O068988,D136,4
O068989,D159,2
O068990,D070,2
O068991,D067,6
O068992,D036,7
O068993,D158,2
O068994,D168,2
O068995,D120,10
O068996,D108,6
O068997,D135,3
O068998,D012,8
O068999,D145,9
O069000,D174,5
O069001,D016,5
O069002,D182,1
O069003,D058,6
O069004,D051,9
O069005,D117,3
O069006,D151,7
O069007,D056,4
O069008,D179,8
O069009,D151,10
O069010,D177,5
O069011,D157,10
O069012,D181,6
O069013,D153,1
O069014,D153,10
O069015,D120,3
O069016,D013,2
O069017,D015,1
O069018,D166,3
O069019,D011,7
O069020,D008,7
O069021,D100,7
O069022,D054,1
O069023,D008,7
O069024,D178,8
O069025,D139,2
O069026,D010,7
O069027,D053,3
O069028,D132,8
O069029,D128,9
O069030,D003,8
O069031,D147,7
O069032,D002,9
O069033,D101,9
O069034,D167,8
O069035,D163,3
O069036,D114,7
O069037,D013,7
O069038,D162,7
O069039,D110,6
O069040,D114,4
O069041,D178,8
O069042,D160,5
O069043,D156,10
O069044,D136,2
O069045,D038,5
O069046,D017,5
O069047,D046,7
O069048,D190,4
O069049,D073,2
O069050,D047,4
O069051,D120,9
O069052,D032,10
O069053,D146,1
O069054,D050,2
O069055,D116,4
O069056,D186,9
O069057,D165,2
O069058,D008,7
O069059,D184,1
O069060,D028,5
O069061,D179,6
O069062,D082,8
O069063,D126,7
O069064,D076,8
O069065,D075,3
O069066,D041,9
O069067,D166,4
O069068,D138,7
O069069,D065,4
O069070,D158,4
O069071,D198,3
O069072,D134,6
O069073,D107,7
O069074,D002,5
O069075,D051,7
O069076,D193,1
O069077,D162,7
O069078,D100,10
O069079,D175,10
O069080,D055,4
O069081,D073,10
O069082,D175,3
O069083,D047,2
O069084,D157,4
O069085,D185,9
O069086,D120,3
O069087,D134,6
O069088,D085,5
O069089,D046,1
O069090,D066,10
O069091,D134,10
O069092,D100,6
O069093,D070,3
O069094,D002,7
O069095,D063,3
O069096,D181,7
O069097,D110,5
O069098,D084,5
O069099,D197,4
O069100,D102,2
O069101,D164,3
O069102,D010,10
O069103,D069,2
O069104,D101,6
O069105,D064,1
O069106,D146,9
O069107,D111,3
O069108,D033,8
O069109,D015,9
O069110,D105,5
O069111,D136,3
O069112,D105,3
O069113,D155,4
O069114,D009,1
O069115,D161,3
O069116,D134,9
O069117,D038,7
O069118,D194,10
O069119,D198,6
O069120,D156,8
O069121,D110,7
O069122,D170,8
O069123,D162,3
O069124,D155,7
O069125,D075,10
O069126,D178,10
O069127,D032,9
O069128,D160,9
O069129,D012,5
O069130,D161,1
O069131,D108,8
O069132,D027,9
O069133,D077,10
O069134,D085,10
O069135,D047,1
O069136,D023,6
O069137,D012,3
O069138,D144,6
O069139,D091,3
O069140,D162,8
O069141,D058,8
O069142,D058,8
O069143,D139,5
O069144,D007,10
O069145,D011,3
O069146,D013,6
O069147,D120,5
O069148,D056,3
O069149,D101,8
O069150,D107,5
O069151,D116,2
O069152,D046,5
O069153,D050,9
O069154,D125,10
O069155,D050,5
O069156,D137,10
O069157,D040,9
O069158,D018,4
O069159,D082,8
O069160,D050,1
O069161,D139,5
O069162,D143,9
O069163,D180,6
O069164,D098,8
O069165,D158,10
O069166,D058,6
O069167,D161,10
O069168,D117,2
O069169,D141,8
O069170,D074,6
O069171,D163,6
O069172,D117,1
O069173,D183,7
O069174,D023,7
O069175,D112,4
O069176,D009,4
O069177,D089,7
O069178,D037,6
O069179,D139,10
O069180,D032,9
O069181,D198,5
O069182,D115,10
O069183,D082,9
O069184,D008,5
O069185,D011,6
O069186,D118,9
O069187,D095,3
O069188,D016,4
O069189,D155,4
O069190,D063,4
O069191,D029,10
O069192,D161,1
O069193,D188,2
O069194,D166,1
O069195,D007,3
O069196,D042,10
O069197,D105,10
O069198,D094,10
O069199,D106,4
O069200,D091,5
O069201,D114,2
O069202,D061,6
O069203,D010,8
O069204,D046,2
O069205,D180,5
O069206,D002,9
O069207,D099,8
O069208,D014,9
O069209,D086,2
O069210,D159,5
O069211,D015,2
O069212,D161,2
O069213,D173,1
O069214,D067,7
O069215,D095,10
O069216,D185,3
O069217,D162,2
O069218,D166,1
O069219,D027,6
O069220,D127,9
O069221,D014,5
O069222,D056,8
O069223,D136,3
O069224,D027,6
O069225,D191,8
O069226,D067,6
O069227,D014,1
O069228,D087,6
O069229,D142,7
O069230,D001,9
O069231,D111,10
O069232,D067,4
O069233,D004,10
O069234,D127,7
O069235,D175,7
O069236,D100,10
O069237,D199,5
O069238,D071,2
O069239,D008,7
O069240,D009,1
O069241,D178,6
O069242,D073,3
O069243,D109,5
O069244,D031,7
O069245,D082,4
O069246,D144,3
O069247,D019,4
O069248,D159,9
O069249,D105,8
O069250,D012,5
O069251,D148,6
O069252,D067,4
O069253,D084,8
O069254,D001,3
O069255,D051,1
O069256,D021,1
O069257,D024,8
O069258,D036,5
O069259,D086,6
O069260,D021,8
O069261,D137,3
O069262,D074,7
O069263,D032,8
O069264,D175,3
O069265,D172,9
O069266,D055,3
O069267,D034,5
O069268,D138,2
O069269,D172,4
O069270,D054,5
O069271,D017,7
O069272,D178,8
O069273,D050,2
O069274,D137,2
O069275,D025,5
O069276,D111,9
O069277,D073,4
O069278,D010,8
O069279,D061,9
O069280,D001,10
O069281,D115,3
O069282,D106,10
O069283,D087,10
O069284,D067,2
O069285,D182,4
O069286,D120,9
O069287,D108,8
O069288,D071,2
O069289,D066,2
O069290,D090,4
O069291,D091,2
O069292,D020,9
O069293,D112,5
O069294,D177,3
O069295,D014,7
O069296,D029,1
O069297,D091,6
O069298,D198,5
O069299,D003,5
O069300,D055,3
O069301,D160,3
O069302,D156,4
O069303,D113,10
O069304,D170,4
O069305,D146,10
O069306,D035,10
O069307,D015,7
O069308,D144,3
O069309,D090,4
O069310,D170,2
O069311,D087,3
O069312,D021,2
O069313,D017,6
O069314,D155,1
O069315,D100,7
O069316,D071,7
O069317,D186,1
O069318,D111,7
O069319,D014,10
O069320,D184,6
O069321,D157,1
O069322,D066,5
O069323,D002,8
O069324,D021,9
O069325,D019,7
O069326,D102,9
O069327,D173,6
O069328,D158,9
O069329,D057,7
O069330,D002,4
O069331,D170,5
O069332,D011,2
O069333,D033,4
O069334,D193,8
O069335,D039,3
O069336,D092,2
O069337,D183,5
O069338,D031,10
O069339,D074,8
O069340,D156,8
O069341,D088,3
O069342,D077,5
O069343,D196,2
O069344,D051,3
O069345,D180,7
O069346,D105,3
O069347,D004,6
O069348,D058,6
O069349,D068,3
O069350,D107,1
O069351,D002,5
O069352,D135,6
O069353,D138,3
O069354,D195,2
O069355,D090,2
O069356,D109,4
O069357,D126,5
O069358,D129,2
O069359,D045,3
O069360,D169,8
O069361,D156,10
O069362,D195,10
O069363,D069,9
O069364,D130,3
O069365,D185,9
O069366,D168,2
O069367,D113,9
O069368,D159,2
O069369,D063,2
O069370,D144,4
O069371,D164,10
O069372,D085,4
O069373,D134,1
O069374,D002,4
O069375,D199,8
O069376,D097,2
O069377,D178,6
O069378,D001,10
O069379,D129,4
O069380,D032,10
O069381,D008,6
O069382,D024,1
O069383,D007,6
O069384,D017,5
O069385,D189,1
O069386,D138,9
O069387,D070,6
O069388,D164,1
O069389,D066,5
O069390,D100,3
O069391,D100,6
O069392,D185,3
O069393,D114,10
O069394,D017,3
O069395,D024,8
O069396,D191,1
O069397,D097,9
O069398,D132,6
O069399,D188,8
O069400,D162,1
O069401,D101,9
O069402,D011,6
O069403,D004,2
O069404,D016,2
O069405,D163,3
O069406,D036,1
O069407,D089,5
O069408,D184,3
O069409,D006,2
O069410,D129,6
O069411,D134,9
O069412,D075,1
O069413,D168,8
O069414,D082,7
O069415,D111,7
O069416,D016,9
O069417,D005,9
O069418,D082,8
O069419,D040,9
O069420,D090,3
O069421,D015,2
O069422,D159,10
O069423,D114,9
O069424,D196,10
O069425,D100,9
O069426,D066,7
O069427,D105,8
O069428,D140,2
O069429,D173,6
O069430,D192,10
O069431,D042,7
O069432,D098,5
O069433,D015,7
O069434,D174,2
O069435,D090,1
O069436,D127,1
O069437,D134,9
O069438,D006,8
O069439,D084,7
O069440,D067,4
O069441,D040,5
O069442,D099,3
O069443,D167,7
O069444,D114,4
O069445,D141,2
O069446,D172,8
O069447,D145,8
O069448,D098,6
O069449,D057,7
O069450,D162,7
O069451,D143,9
O069452,D197,2
O069453,D152,7
O069454,D021,4
O069455,D156,3
O069456,D168,4
O069457,D065,9
O069458,D127,1
O069459,D011,6
O069460,D095,9
O069461,D010,4
O069462,D095,3
O069463,D147,6
O069464,D098,9
O069465,D143,7
O069466,D029,10
O069467,D044,8
O069468,D054,5
O069469,D025,5
O069470,D185,6
O069471,D014,4
O069472,D023,1
O069473,D136,1
O069474,D131,3
O069475,D182,1
O069476,D188,8
O069477,D010,6
O069478,D037,3
O069479,D042,8
O069480,D190,6
O069481,D057,1
O069482,D165,7
O069483,D035,5
O069484,D068,4
O069485,D159,5
O069486,D062,10
O069487,D193,7
O069488,D188,10
O069489,D137,5
O069490,D160,3
O069491,D023,8
O069492,D138,3
O069493,D179,5
O069494,D157,8
O069495,D037,3
O069496,D098,7
O069497,D001,4
O069498,D068,1
O069499,D130,9
O069500,D143,3
O069501,D073,10
O069502,D168,4
O069503,D186,7
O069504,D179,3
O069505,D102,2
O069506,D077,8
O069507,D021,8
O069508,D031,2
O069509,D120,10
O069510,D069,6
O069511,D065,5
O069512,D004,9
O069513,D011,6
O069514,D156,10
O069515,D167,8
O069516,D189,9
O069517,D137,8
O069518,D107,7
O069519,D091,9
O069520,D198,2
O069521,D082,6
O069522,D113,8
O069523,D101,9
O069524,D076,4
O069525,D179,5
O069526,D148,4
O069527,D071,3
O069528,D033,2
O069529,D181,7
O069530,D190,5
O069531,D023,10
O069532,D182,4
O069533,D192,8
O069534,D133,5
O069535,D029,7
O069536,D113,3
O069537,D040,4
O069538,D165,4
O069539,D117,2
O069540,D178,1
O069541,D062,1
O069542,D130,10
O069543,D190,2
O069544,D005,1
O069545,D178,2
O069546,D088,9
O069547,D042,1
O069548,D021,4
O069549,D171,1
O069550,D190,2
O069551,D085,10
O069552,D159,8
O069553,D103,6
O069554,D140,6
O069555,D025,6
O069556,D152,1
O069557,D041,1
O069558,D167,8
O069559,D100,9
O069560,D149,8
O069561,D019,8
O069562,D178,8
O069563,D047,8
O069564,D073,8
O069565,D156,3
O069566,D192,4
O069567,D141,9
O069568,D145,5
O069569,D109,6
O069570,D111,6
O069571,D186,7
O069572,D008,3
O069573,D063,3
O069574,D172,3
O069575,D017,4
O069576,D088,6
O069577,D155,1
O069578,D182,8
O069579,D034,1
O069580,D192,6
O069581,D097,7
O069582,D057,3
O069583,D061,6
O069584,D002,10
O069585,D067,6
O069586,D140,1
O069587,D065,9
O069588,D132,6
O069589,D102,3
O069590,D068,7
O069591,D068,7
O069592,D186,10
O069593,D154,6
O069594,D013,2
O069595,D080,9
O069596,D145,4
O069597,D046,1
O069598,D003,3
O069599,D130,5
O069600,D173,4
O069601,D129,2
O069602,D035,9
O069603,D133,4
O069604,D104,2
O069605,D178,2
O069606,D055,2
O069607,D037,10
O069608,D077,1
O069609,D191,9
O069610,D059,4
O069611,D135,7
O069612,D175,10
O069613,D196,7
O069614,D085,7
O069615,D047,10
O069616,D111,5
O069617,D009,2
O069618,D105,6
O069619,D120,7
O069620,D172,7
O069621,D126,6
O069622,D163,10
O069623,D148,4
O069624,D194,8
O069625,D152,2
O069626,D027,6
O069627,D141,8
O069628,D190,4
O069629,D128,9
O069630,D099,7
O069631,D057,1
O069632,D035,5
O069633,D196,6
O069634,D034,2
O069635,D054,9
O069636,D074,8
O069637,D149,3
O069638,D053,5
O069639,D071,3
O069640,D136,3
O069641,D118,7
O069642,D033,8
O069643,D140,9
O069644,D017,6
O069645,D134,5
O069646,D112,4
O069647,D093,9
O069648,D141,1
O069649,D192,3
O069650,D193,3
O069651,D084,4
O069652,D024,9
O069653,D089,2
O069654,D004,3
O069655,D106,8
O069656,D070,1
O069657,D015,6
O069658,D034,9
O069659,D131,3
O069660,D070,3
O069661,D025,8
O069662,D050,1
O069663,D089,7
O069664,D120,7
O069665,D145,9
O069666,D154,10
O069667,D102,2
O069668,D126,7
O069669,D014,6
O069670,D053,6
O069671,D151,7
O069672,D157,3
O069673,D148,7
O069674,D190,8
O069675,D161,6
O069676,D087,4
O069677,D139,9
O069678,D082,1
O069679,D125,4
O069680,D146,1
O069681,D166,9
O069682,D024,7
O069683,D127,5
O069684,D107,10
O069685,D077,7
O069686,D140,8
O069687,D036,4
O069688,D153,6
O069689,D188,6
O069690,D066,10
O069691,D003,4
O069692,D135,5
O069693,D046,7
O069694,D045,4
O069695,D076,9
O069696,D109,2
O069697,D179,7
O069698,D173,5
O069699,D116,1
O069700,D025,9
O069701,D128,4
O069702,D143,2
O069703,D168,9
O069704,D136,6
O069705,D050,3
O069706,D051,5
O069707,D116,5
O069708,D042,2
O069709,D194,7
O069710,D110,7
O069711,D173,1
O069712,D113,2
O069713,D113,5
O069714,D165,5
O069715,D102,6
O069716,D110,1
O069717,D189,9
O069718,D061,5
O069719,D152,2
O069720,D109,4
O069721,D177,9
O069722,D113,6
O069723,D092,6
O069724,D157,8
O069725,D089,2
O069726,D059,2
O069727,D010,7
O069728,D170,8
O069729,D191,1
O069730,D184,4
O069731,D106,7
O069732,D131,6
O069733,D085,8
O069734,D128,1
O069735,D042,4
O069736,D001,9
O069737,D068,8
O069738,D025,6
O069739,D165,7
O069740,D014,1
O069741,D190,3
O069742,D190,6
O069743,D110,3
O069744,D077,2
O069745,D016,8
O069746,D196,5
O069747,D050,2
O069748,D178,5
O069749,D171,3
O069750,D046,5
O069751,D155,3
O069752,D050,10
O069753,D168,9
O069754,D107,9
O069755,D093,8
O069756,D137,2
O069757,D117,6
O069758,D097,10
O069759,D199,4
O069760,D132,10
O069761,D073,7
O069762,D185,9
O069763,D179,1
O069764,D035,5
O069765,D163,5
O069766,D009,7
O069767,D020,4
O069768,D181,4
O069769,D054,6
O069770,D174,8
O069771,D137,5
O069772,D022,5
O069773,D194,9
O069774,D154,1
O069775,D076,9
O069776,D106,7
O069777,D040,2
O069778,D102,7
O069779,D112,2
O069780,D100,8
O069781,D033,1
O069782,D161,1
O069783,D161,6
O069784,D136,6
O069785,D074,4
O069786,D154,7
O069787,D192,5
O069788,D037,10
O069789,D127,10
O069790,D138,8
O069791,D129,10
O069792,D152,1
O069793,D197,7
O069794,D179,2
O069795,D018,2
O069796,D127,10
O069797,D111,6
O069798,D045,3
O069799,D126,8
O069800,D063,1
O069801,D190,4
O069802,D168,5
O069803,D050,1
O069804,D083,6
O069805,D197,4
O069806,D131,1
O069807,D168,7
O069808,D045,5
O069809,D104,1
O069810,D076,8
O069811,D095,8
O069812,D061,1
O069813,D034,4
O069814,D058,4
O069815,D163,6
O069816,D125,10
O069817,D010,6
O069818,D009,6
O069819,D095,9
O069820,D013,10
O069821,D056,1
O069822,D094,2
O069823,D148,4
O069824,D186,2
O069825,D188,1
O069826,D147,1
O069827,D178,2
O069828,D197,3
O069829,D180,6
O069830,D115,10
O069831,D061,6
O069832,D042,7
O069833,D181,4
O069834,D165,5
O069835,D144,10
O069836,D037,5
O069837,D192,5
O069838,D175,9
O069839,D086,8
O069840,D024,1
O069841,D191,1
O069842,D136,1
O069843,D180,2
O069844,D180,1
O069845,D112,8
O069846,D013,9
O069847,D160,7
O069848,D066,9
O069849,D113,5
O069850,D047,8
O069851,D038,10
O069852,D184,1
O069853,D155,1
O069854,D014,5
O069855,D058,10
O069856,D193,9
O069857,D101,1
O069858,D156,5
O069859,D099,7
O069860,D018,1
O069861,D128,1
O069862,D179,4
O069863,D022,8
O069864,D186,8
O069865,D090,9
O069866,D031,2
O069867,D068,6
O069868,D078,1
O069869,D186,1
O069870,D094,1
O069871,D017,6
O069872,D063,4
O069873,D005,4
O069874,D192,7
O069875,D183,9
O069876,D136,8
O069877,D105,1
O069878,D110,3
O069879,D055,10
O069880,D163,8
O069881,D128,7
O069882,D068,10
O069883,D190,4
O069884,D141,1
O069885,D112,2
O069886,D142,5
O069887,D134,9
O069888,D113,7
O069889,D103,6
O069890,D039,5
O069891,D141,7
O069892,D044,8
O069893,D004,9
O069894,D179,4
O069895,D076,3
O069896,D074,4
O069897,D196,10
O069898,D025,4
O069899,D063,9
O069900,D003,1
O069901,D070,4
O069902,D110,9
O069903,D047,5
O069904,D071,8
O069905,D075,2
O069906,D105,5
O069907,D086,1
O069908,D089,3
O069909,D137,9
O069910,D106,7
O069911,D095,6
O069912,D183,8
O069913,D127,2
O069914,D108,1
O069915,D013,10
O069916,D055,4
O069917,D029,5
O069918,D131,4
O069919,D116,2
O069920,D059,4
O069921,D142,10
O069922,D177,2
O069923,D003,4
O069924,D136,1
O069925,D042,5
O069926,D058,4
O069927,D171,3
O069928,D114,4
O069929,D161,1
O069930,D059,4
O069931,D158,10
O069932,D092,1
O069933,D154,10
O069934,D183,10
O069935,D091,5
O069936,D074,9
O069937,D178,6
O069938,D092,7
O069939,D132,5
O069940,D063,1
O069941,D095,3
O069942,D144,6
O069943,D078,8
O069944,D141,6
O069945,D194,2
O069946,D089,7
O069947,D047,2
O069948,D014,2
O069949,D149,4
O069950,D189,4
O069951,D091,7
O069952,D168,1
O069953,D127,10
O069954,D030,5
O069955,D185,9
O069956,D089,1
O069957,D191,8
O069958,D101,1
O069959,D143,10
O069960,D196,9
O069961,D110,6
O069962,D087,7
O069963,D088,4
O069964,D152,2
O069965,D055,8
O069966,D140,3
O069967,D118,1
O069968,D146,1
O069969,D035,3
O069970,D056,4
O069971,D099,4
O069972,D045,4
O069973,D139,4
O069974,D042,2
O069975,D135,3
O069976,D111,3
O069977,D170,6
O069978,D157,2
O069979,D185,10
O069980,D056,5
O069981,D032,10
O069982,D081,3
O069983,D196,3
O069984,D018,9
O069985,D085,9
O069986,D183,1
O069987,D081,3
O069988,D154,9
O069989,D184,9
O069990,D059,7
O069991,D146,3
O069992,D027,9
O069993,D083,7
O069994,D196,7
O069995,D046,2
O069996,D128,7
O069997,D126,1
O069998,D141,10
O069999,D077,8
O070000,D004,10
O070001,D178,1
O070002,D170,6
O070003,D021,5
O070004,D053,2
O070005,D192,5
O070006,D159,7
O070007,D112,2
O070008,D073,3
O070009,D084,7
O070010,D050,2
